# lambda(nm)  coeff spline
 2853.000 0.00018368    -2.7081e-04
 2854.000 0.00016261     1.3695e-04
 2855.000 0.00019954     7.0989e-05
 2856.000 0.00025510    -3.0913e-04
 2857.000 0.00014434     1.6762e-04
 2858.000 0.00012793     2.0476e-04
 2859.000 0.00023288    -2.5851e-04
 2860.000 0.00023529     2.1402e-04
 2861.000 0.00027503    -3.7360e-04
 2862.000 0.00016450     3.7877e-04
 2863.000 0.00022327    -1.2568e-04
 2864.000 0.00023809    -1.3977e-04
 2865.000 0.00019529     3.3902e-04
 2866.000 0.00028845    -4.0055e-04
 2867.000 0.00020587     2.0876e-04
 2868.000 0.00020764     7.1626e-05
 2869.000 0.00025695    -2.1002e-04
 2870.000 0.00021171     2.0115e-04
 2871.000 0.00023433    -1.8743e-04
 2872.000 0.00021630     3.0468e-04
 2873.000 0.00030941    -3.6446e-04
 2874.000 0.00022767     1.0406e-04
 2875.000 0.00015135    -1.9250e-05
 2876.000 0.00015996     4.8252e-04
 2877.000 0.00035072    -8.1794e-04
 2878.000 0.00018532     6.5228e-04
 2879.000 0.00024607    -4.3428e-04
 2880.000 0.00016624     2.4136e-04
 2881.000 0.00016783    -4.2656e-05
 2882.000 0.00019196     6.4498e-05
 2883.000 0.00020939    -2.5554e-04
 2884.000 0.00018032     6.7865e-04
 2885.000 0.00041711    -8.6390e-04
 2886.000 0.00026280     4.3034e-04
 2887.000 0.00023334    -1.0838e-04
 2888.000 0.00026003     3.4007e-04
 2889.000 0.00036837    -7.6200e-04
 2890.000 0.00017440     8.9405e-04
 2891.000 0.00033421    -6.9154e-04
 2892.000 0.00027839     5.7833e-04
 2893.000 0.00040832    -5.0728e-04
 2894.000 0.00032652     1.8041e-04
 2895.000 0.00025222    -1.6935e-04
 2896.000 0.00020254     6.4472e-04
 2897.000 0.00043258    -7.3122e-04
 2898.000 0.00032991     2.8391e-04
 2899.000 0.00027926    -9.2281e-05
 2900.000 0.00026383     2.9654e-04
 2901.000 0.00036549    -3.9133e-04
 2902.000 0.00026780     7.2697e-05
 2903.000 0.00020506     3.1025e-04
 2904.000 0.00029014    -4.2676e-04
 2905.000 0.00021732     4.4941e-04
 2906.000 0.00032184    -3.0682e-04
 2907.000 0.00031462     1.0743e-04
 2908.000 0.00029741    -1.8286e-04
 2909.000 0.00020358     1.6427e-04
 2910.000 0.00023395     2.7097e-04
 2911.000 0.00040962    -3.7635e-04
 2912.000 0.00039262     7.8392e-05
 2913.000 0.00034589    -1.1560e-04
 2914.000 0.00025903     1.4324e-04
 2915.000 0.00027043     1.3219e-04
 2916.000 0.00037152    -1.3387e-04
 2917.000 0.00035388    -3.0910e-04
 2918.000 0.00021418     6.3792e-04
 2919.000 0.00034735    -6.0535e-04
 2920.000 0.00027833     5.7034e-04
 2921.000 0.00040301    -5.1381e-04
 2922.000 0.00033269     3.1490e-04
 2923.000 0.00036535    -1.2790e-04
 2924.000 0.00040948     2.6553e-04
 2925.000 0.00050506    -6.2553e-04
 2926.000 0.00032917     6.0778e-04
 2927.000 0.00040426    -2.9969e-04
 2928.000 0.00041692     2.1642e-04
 2929.000 0.00046199    -3.7152e-04
 2930.000 0.00031398     1.1117e-04
 2931.000 0.00025108     4.3750e-04
 2932.000 0.00040434    -5.6421e-04
 2933.000 0.00028613     1.9050e-04
 2934.000 0.00024351     2.5573e-04
 2935.000 0.00041049     4.4177e-05
 2936.000 0.00051209    -8.2472e-04
 2937.000 0.00027057     1.1960e-03
 2938.000 0.00048417    -1.2285e-03
 2939.000 0.00027321     1.1706e-03
 2940.000 0.00050137    -8.1908e-04
 2941.000 0.00042475     2.7709e-04
 2942.000 0.00039271    -2.1781e-05
 2943.000 0.00041817     1.5504e-04
 2944.000 0.00047917    -3.8514e-04
 2945.000 0.00037691     4.0594e-04
 2946.000 0.00049588     8.8743e-05
 2947.000 0.00060441    -8.2355e-04
 2948.000 0.00033576     9.4239e-04
 2949.000 0.00043210    -7.5608e-04
 2950.000 0.00026783     5.1825e-04
 2951.000 0.00036473     2.5010e-04
 2952.000 0.00059661    -7.0876e-04
 2953.000 0.00041720     1.1720e-04
 2954.000 0.00028543     5.2581e-04
 2955.000 0.00042207    -6.0998e-04
 2956.000 0.00030108     3.6834e-04
 2957.000 0.00033989     9.5420e-05
 2958.000 0.00045376    -2.9966e-04
 2959.000 0.00041872     2.0976e-04
 2960.000 0.00045900    -8.7464e-05
 2961.000 0.00047474    -7.1439e-06
 2962.000 0.00041406    -3.4248e-04
 2963.000 0.00024909     7.5133e-04
 2964.000 0.00047054    -3.4430e-04
 2965.000 0.00052623    -3.6868e-04
 2966.000 0.00033234     3.2154e-04
 2967.000 0.00030917     1.0682e-04
 2968.000 0.00041759     4.0700e-05
 2969.000 0.00051360    -3.4408e-04
 2970.000 0.00035563    -1.8824e-04
 2971.000 0.00019457     1.0785e-03
 2972.000 0.00052413    -1.1821e-03
 2973.000 0.00037571     7.8204e-04
 2974.000 0.00053031    -1.2792e-04
 2975.000 0.00060226    -7.6625e-04
 2976.000 0.00031308     1.0261e-03
 2977.000 0.00048351    -5.8061e-04
 2978.000 0.00045776     1.1925e-04
 2979.000 0.00041778     1.8242e-05
 2980.000 0.00039185    -1.0792e-04
 2981.000 0.00035099     3.2385e-04
 2982.000 0.00046924    -2.3282e-04
 2983.000 0.00048637     7.0347e-07
 2984.000 0.00048889     1.4234e-04
 2985.000 0.00050630    -4.8074e-04
 2986.000 0.00039100     9.8436e-04
 2987.000 0.00069218    -9.5781e-04
 2988.000 0.00050084    -1.0823e-04
 2989.000 0.00026241     1.1082e-03
 2990.000 0.00061382    -7.8552e-04
 2991.000 0.00055757    -4.1207e-04
 2992.000 0.00025209     9.3843e-04
 2993.000 0.00047119    -1.9418e-04
 2994.000 0.00069437    -1.3722e-04
 2995.000 0.00068277    -6.6563e-04
 2996.000 0.00038588     1.0880e-03
 2997.000 0.00056478    -8.3163e-04
 2998.000 0.00048768     7.0253e-04
 2999.000 0.00068534    -3.2991e-04
 3000.000 0.00073981    -2.4201e-04
 3001.000 0.00061330     2.1209e-04
 3002.000 0.00055124    -2.1964e-04
 3003.000 0.00048838     6.6165e-04
 3004.000 0.00065931    -1.0242e-03
 3005.000 0.00041094     9.1951e-04
 3006.000 0.00053257    -4.3380e-04
 3007.000 0.00057109     3.1704e-04
 3008.000 0.00066024    -5.3056e-04
 3009.000 0.00047442     1.5540e-04
 3010.000 0.00037265     4.1328e-04
 3011.000 0.00053356    -2.3243e-04
 3012.000 0.00062537     1.0185e-04
 3013.000 0.00063003    -6.9787e-04
 3014.000 0.00036506     1.0718e-03
 3015.000 0.00058434    -6.8398e-04
 3016.000 0.00057046     2.6513e-04
 3017.000 0.00061152    -4.6882e-05
 3018.000 0.00069028     1.4860e-04
 3019.000 0.00082585    -2.0666e-04
 3020.000 0.00077483    -4.4149e-04
 3021.000 0.00049687     6.1099e-04
 3022.000 0.00059564     2.5793e-04
 3023.000 0.00083033    -8.2718e-04
 3024.000 0.00064284     5.1770e-04
 3025.000 0.00068732     1.4819e-04
 3026.000 0.00082951    -5.2419e-04
 3027.000 0.00077564     7.7221e-04
 3028.000 0.00092094    -1.3696e-03
 3029.000 0.00048746     1.2337e-03
 3030.000 0.00061171    -2.1876e-04
 3031.000 0.00071780    -4.6763e-04
 3032.000 0.00056042     5.0847e-04
 3033.000 0.00066719     1.8640e-05
 3034.000 0.00081721    -3.2353e-04
 3035.000 0.00078123     1.5950e-04
 3036.000 0.00074671    -3.0569e-04
 3037.000 0.00066597     7.8596e-04
 3038.000 0.00086477    -1.1609e-03
 3039.000 0.00054757     7.6168e-04
 3040.000 0.00059619     3.0910e-04
 3041.000 0.00086287    -6.8972e-04
 3042.000 0.00067099    -3.0158e-04
 3043.000 0.00034291     1.0788e-03
 3044.000 0.00065932    -1.4680e-04
 3045.000 0.00091370    -8.6379e-04
 3046.000 0.00069282     7.5042e-04
 3047.000 0.00074360    -5.0794e-04
 3048.000 0.00065728     4.5873e-04
 3049.000 0.00075612    -2.1601e-04
 3050.000 0.00076203    -1.5228e-04
 3051.000 0.00062560    -2.8903e-05
 3052.000 0.00060583     9.6786e-04
 3053.000 0.00097381    -1.5160e-03
 3054.000 0.00073727     1.4691e-03
 3055.000 0.00101220    -1.2916e-03
 3056.000 0.00079931     7.7032e-04
 3057.000 0.00082982    -3.2929e-04
 3058.000 0.00083607     4.0128e-04
 3059.000 0.00104670    -4.9555e-05
 3060.000 0.00113080    -9.6224e-04
 3061.000 0.00075391     1.1326e-03
 3062.000 0.00089124    -4.8275e-04
 3063.000 0.00084572    -2.9866e-04
 3064.000 0.00066892     8.8973e-04
 3065.000 0.00093934    -5.7692e-04
 3066.000 0.00092207    -3.0818e-04
 3067.000 0.00074026     8.2242e-04
 3068.000 0.00104570    -5.7983e-05
 3069.000 0.00130220    -8.8412e-04
 3070.000 0.00098133     1.3026e-04
 3071.000 0.00070940     6.5672e-04
 3072.000 0.00082873    -4.0959e-04
 3073.000 0.00086388     4.7656e-04
 3074.000 0.00104370    -6.2862e-04
 3075.000 0.00090912     1.5152e-04
 3076.000 0.00085868     5.2739e-04
 3077.000 0.00110270    -4.9432e-04
 3078.000 0.00105320    -3.1124e-04
 3079.000 0.00085202     8.2919e-04
 3080.000 0.00104070    -6.6636e-04
 3081.000 0.00092783     2.6938e-05
 3082.000 0.00096589     1.4642e-03
 3083.000 0.00150370    -2.8852e-03
 3084.000 0.00088933     3.1635e-03
 3085.000 0.00143380    -2.8157e-03
 3086.000 0.00100120     2.2367e-03
 3087.000 0.00132890    -1.5695e-03
 3088.000 0.00114710     9.8411e-04
 3089.000 0.00119040    -1.0164e-03
 3090.000 0.00093590     1.2946e-03
 3091.000 0.00124410    -7.8575e-04
 3092.000 0.00125600     7.0627e-05
 3093.000 0.00126620     4.9304e-04
 3094.000 0.00148260    -8.0560e-04
 3095.000 0.00122110    -1.3804e-04
 3096.000 0.00095284     1.3172e-03
 3097.000 0.00131420    -1.3531e-03
 3098.000 0.00111270     7.1791e-04
 3099.000 0.00119350     1.7522e-04
 3100.000 0.00138590    -7.4919e-04
 3101.000 0.00125120     8.5895e-04
 3102.000 0.00144840    -6.9519e-04
 3103.000 0.00131550    -5.8771e-05
 3104.000 0.00102660    -5.7224e-06
 3105.000 0.00111260     2.3311e-03
 3106.000 0.00203800    -4.2821e-03
 3107.000 0.00097867     2.8890e-03
 3108.000 0.00118140     2.9834e-04
 3109.000 0.00170280    -2.1704e-03
 3110.000 0.00116440     2.0244e-03
 3111.000 0.00145200    -9.7111e-04
 3112.000 0.00134680    -4.9675e-04
 3113.000 0.00103280     1.7053e-03
 3114.000 0.00149230    -1.6834e-03
 3115.000 0.00129900     1.1117e-03
 3116.000 0.00135170    -1.2872e-03
 3117.000 0.00119590     2.7861e-03
 3118.000 0.00201480    -4.0091e-03
 3119.000 0.00112810     3.0165e-03
 3120.000 0.00126860    -1.8939e-03
 3121.000 0.00084471     1.1727e-03
 3122.000 0.00102810     8.4682e-04
 3123.000 0.00161210    -2.1563e-03
 3124.000 0.00122310     1.9404e-03
 3125.000 0.00150440    -1.5836e-03
 3126.000 0.00128970     1.4178e-03
 3127.000 0.00148360    -1.6361e-03
 3128.000 0.00126500     2.6516e-03
 3129.000 0.00197140    -3.4205e-03
 3130.000 0.00128590     2.6788e-03
 3131.000 0.00158090    -1.4118e-03
 3132.000 0.00140200     1.2500e-04
 3133.000 0.00126820     1.1824e-03
 3134.000 0.00166700    -1.6590e-03
 3135.000 0.00148390     1.9621e-03
 3136.000 0.00193900    -2.3601e-03
 3137.000 0.00145820     1.8629e-03
 3138.000 0.00166660    -9.5638e-04
 3139.000 0.00178280     1.4094e-03
 3140.000 0.00220550    -2.8423e-03
 3141.000 0.00129850     1.9816e-03
 3142.000 0.00135710     7.0965e-04
 3143.000 0.00188350    -2.0133e-03
 3144.000 0.00138190     1.1757e-03
 3145.000 0.00123310    -5.7280e-04
 3146.000 0.00113190     1.4011e-03
 3147.000 0.00173020    -8.3445e-04
 3148.000 0.00190160    -6.2466e-04
 3149.000 0.00186210     2.0677e-03
 3150.000 0.00241990    -4.0623e-03
 3151.000 0.00139640     4.6939e-03
 3152.000 0.00239990    -2.5511e-03
 3153.000 0.00213470    -2.1016e-03
 3154.000 0.00108810     6.2689e-03
 3155.000 0.00278740    -6.4988e-03
 3156.000 0.00195920     4.5614e-03
 3157.000 0.00248660    -3.6130e-03
 3158.000 0.00192390     3.3502e-03
 3159.000 0.00240540    -3.5226e-03
 3160.000 0.00165970     3.3769e-03
 3161.000 0.00214310    -2.6106e-03
 3162.000 0.00162660     1.0660e-03
 3163.000 0.00157910     1.1608e-03
 3164.000 0.00242550    -3.4558e-04
 3165.000 0.00268930    -3.2740e-03
 3166.000 0.00142620     4.2803e-03
 3167.000 0.00211050    -2.1627e-03
 3168.000 0.00231040     1.4642e-03
 3169.000 0.00251320    -3.6769e-03
 3170.000 0.00134520     5.0184e-03
 3171.000 0.00223460    -4.0524e-03
 3172.000 0.00173950     2.8840e-03
 3173.000 0.00207530    -2.4983e-03
 3174.000 0.00163740     2.4668e-03
 3175.000 0.00203470    -2.3579e-03
 3176.000 0.00165800     2.3208e-03
 3177.000 0.00219850    -1.4222e-03
 3178.000 0.00227660     5.9354e-04
 3179.000 0.00262940     6.9621e-04
 3180.000 0.00318790    -2.1442e-03
 3181.000 0.00253320     6.0137e-04
 3182.000 0.00221720     1.7709e-03
 3183.000 0.00284760    -2.0066e-03
 3184.000 0.00281000     2.2474e-03
 3185.000 0.00325550    -4.0843e-03
 3186.000 0.00208330     4.3837e-03
 3187.000 0.00253010    -3.7365e-03
 3188.000 0.00147630     1.5586e-03
 3189.000 0.00141670     3.4673e-03
 3190.000 0.00297490    -5.7209e-03
 3191.000 0.00189390     3.5809e-03
 3192.000 0.00206140    -1.1119e-03
 3193.000 0.00215760     4.3892e-04
 3194.000 0.00256150     1.2025e-03
 3195.000 0.00321390    -3.7577e-03
 3196.000 0.00199100     2.5767e-03
 3197.000 0.00225610     2.3791e-03
 3198.000 0.00371680    -4.9194e-03
 3199.000 0.00270640     2.4719e-03
 3200.000 0.00264760     7.4144e-04
 3201.000 0.00308740    -2.4461e-03
 3202.000 0.00253210     3.0722e-03
 3203.000 0.00331670    -1.8032e-03
 3204.000 0.00325710    -9.2445e-04
 3205.000 0.00218070    -5.9975e-04
 3206.000 0.00133480     4.7065e-03
 3207.000 0.00301090    -3.0941e-03
 3208.000 0.00304440    -2.1856e-03
 3209.000 0.00208710     5.8917e-03
 3210.000 0.00372710    -5.7974e-03
 3211.000 0.00277340     1.7355e-03
 3212.000 0.00216160     9.0666e-04
 3213.000 0.00236800    -4.5297e-04
 3214.000 0.00258580     9.7364e-04
 3215.000 0.00299300    -2.3052e-03
 3216.000 0.00283520     4.8570e-03
 3217.000 0.00384140    -1.0139e-02
 3218.000 0.00103550     1.2826e-02
 3219.000 0.00354260    -9.2880e-03
 3220.000 0.00297890     5.9011e-03
 3221.000 0.00393210    -5.2151e-03
 3222.000 0.00316800     4.6556e-03
 3223.000 0.00382160    -4.9009e-03
 3224.000 0.00239150     2.4460e-03
 3225.000 0.00209620     1.9258e-03
 3226.000 0.00288340    -3.6543e-03
 3227.000 0.00248290     5.5651e-03
 3228.000 0.00438200    -4.8085e-03
 3229.000 0.00398930    -8.1813e-05
 3230.000 0.00356530     4.9480e-03
 3231.000 0.00521240    -7.2835e-03
 3232.000 0.00376390     5.6123e-03
 3233.000 0.00392030    -5.5365e-03
 3234.000 0.00277520     8.7245e-03
 3235.000 0.00519930    -7.9463e-03
 3236.000 0.00451500     4.4105e-03
 3237.000 0.00505350    -2.3588e-03
 3238.000 0.00436570    -2.3331e-03
 3239.000 0.00255930     4.9798e-03
 3240.000 0.00347100    -1.2774e-03
 3241.000 0.00454390     1.0969e-03
 3242.000 0.00564040    -2.9688e-03
 3243.000 0.00467170    -1.6131e-03
 3244.000 0.00301050     5.2661e-03
 3245.000 0.00412370    -2.8047e-03
 3246.000 0.00461100     2.1975e-03
 3247.000 0.00539790    -4.1876e-03
 3248.000 0.00423110     2.8308e-03
 3249.000 0.00415510    -5.9089e-04
 3250.000 0.00422010     3.7874e-04
 3251.000 0.00445070     6.9538e-05
 3252.000 0.00499170     1.2055e-03
 3253.000 0.00588700    -2.7658e-03
 3254.000 0.00564920     3.0590e-03
 3255.000 0.00594520    -6.2675e-03
 3256.000 0.00407630     9.0215e-03
 3257.000 0.00550510    -1.0032e-02
 3258.000 0.00357790     1.0971e-02
 3259.000 0.00674310    -3.2983e-03
 3260.000 0.00795300    -9.5097e-03
 3261.000 0.00504750     1.6645e-02
 3262.000 0.00843780    -1.9294e-02
 3263.000 0.00463210     1.7355e-02
 3264.000 0.00700610    -1.3046e-02
 3265.000 0.00595250     1.4265e-02
 3266.000 0.00920820    -1.8157e-02
 3267.000 0.00453820     1.0809e-02
 3268.000 0.00421830     1.0198e-03
 3269.000 0.00611960    -1.5614e-03
 3270.000 0.00703800    -6.7143e-04
 3271.000 0.00714880    -5.9845e-04
 3272.000 0.00637570    -2.2382e-03
 3273.000 0.00627900     1.3610e-02
 3274.000 0.01119600    -2.2118e-02
 3275.000 0.00624540     1.5655e-02
 3276.000 0.00697430    -6.4271e-03
 3277.000 0.00737400     8.0778e-03
 3278.000 0.00983960    -1.3489e-02
 3279.000 0.00639650     1.0425e-02
 3280.000 0.00706610    -3.5347e-03
 3281.000 0.00793960     4.9373e-03
 3282.000 0.01039300    -6.7352e-03
 3283.000 0.00904580    -8.0024e-04
 3284.000 0.00770410     9.9691e-03
 3285.000 0.01110800    -1.0603e-02
 3286.000 0.00970430     3.5961e-03
 3287.000 0.00849680    -2.6045e-03
 3288.000 0.00814650     1.1965e-02
 3289.000 0.01271400    -1.5750e-02
 3290.000 0.01150800     1.6392e-02
 3291.000 0.01493800    -2.2002e-02
 3292.000 0.00984410     2.0472e-02
 3293.000 0.01161500    -1.8696e-02
 3294.000 0.00689560     1.5372e-02
 3295.000 0.00917030    -8.2563e-04
 3296.000 0.01251900    -5.6251e-03
 3297.000 0.01235500     2.2498e-03
 3298.000 0.01066200    -1.2548e-02
 3299.000 0.00494640     2.3807e-02
 3300.000 0.01301100     0.0000e+00
