# lambda(nm)  coeff spline
 2851.000 0.00025789    -7.5795e-05
 2852.000 0.00027197    -2.8376e-04
 2853.000 0.00015529     4.2627e-04
 2854.000 0.00022613    -2.9620e-04
 2855.000 0.00021711     2.7936e-04
 2856.000 0.00029056    -3.2642e-04
 2857.000 0.00019813     3.1042e-05
 2858.000 0.00012816     3.3701e-04
 2859.000 0.00023916    -2.9327e-04
 2860.000 0.00024775     2.2160e-04
 2861.000 0.00028762    -4.0547e-04
 2862.000 0.00018358     5.3682e-04
 2863.000 0.00029310    -4.6043e-04
 2864.000 0.00026380     4.7200e-04
 2865.000 0.00038260    -5.3895e-04
 2866.000 0.00026255     2.5069e-04
 2867.000 0.00020610    -8.2232e-05
 2868.000 0.00018792     3.0785e-04
 2869.000 0.00029744    -3.8298e-04
 2870.000 0.00023225     1.7579e-04
 2871.000 0.00022768     4.3530e-05
 2872.000 0.00028567     2.5449e-05
 2873.000 0.00032363    -2.6551e-04
 2874.000 0.00022094     1.9268e-04
 2875.000 0.00020143    -6.1248e-06
 2876.000 0.00023927     1.7592e-04
 2877.000 0.00032920    -3.8502e-04
 2878.000 0.00024422     3.1470e-04
 2879.000 0.00027585    -1.7411e-04
 2880.000 0.00026358     1.1834e-04
 2881.000 0.00026608    -2.1065e-04
 2882.000 0.00021509     4.0330e-04
 2883.000 0.00030944    -5.3050e-04
 2884.000 0.00023489     7.0532e-04
 2885.000 0.00042516    -7.0185e-04
 2886.000 0.00030259     2.2504e-04
 2887.000 0.00024968     2.1964e-04
 2888.000 0.00034890    -1.9083e-04
 2889.000 0.00029574    -3.7061e-04
 2890.000 0.00013391     1.0213e-03
 2891.000 0.00040088    -1.1416e-03
 2892.000 0.00023700     9.6018e-04
 2893.000 0.00042553    -5.8464e-04
 2894.000 0.00038647     1.2824e-05
 2895.000 0.00028703     1.7106e-04
 2896.000 0.00031582     7.2310e-05
 2897.000 0.00039791    -1.4050e-04
 2898.000 0.00033912    -3.5559e-04
 2899.000 0.00018167     9.7088e-04
 2900.000 0.00044380    -1.0105e-03
 2901.000 0.00030248     6.5030e-04
 2902.000 0.00035935    -4.0158e-04
 2903.000 0.00030640     2.9709e-04
 2904.000 0.00036443    -1.2088e-04
 2905.000 0.00036645    -1.4961e-04
 2906.000 0.00029411     2.7315e-04
 2907.000 0.00035261    -1.5794e-04
 2908.000 0.00035463     1.9715e-05
 2909.000 0.00031839    -1.5049e-04
 2910.000 0.00027272     5.2565e-04
 2911.000 0.00045827    -5.6480e-04
 2912.000 0.00042209     4.0317e-04
 2913.000 0.00048292    -4.6583e-04
 2914.000 0.00034783     2.8462e-04
 2915.000 0.00033991     9.0377e-05
 2916.000 0.00046120     1.2913e-04
 2917.000 0.00054398    -8.3798e-04
 2918.000 0.00021468     7.5029e-04
 2919.000 0.00026710     1.2714e-04
 2920.000 0.00047172    -3.4564e-04
 2921.000 0.00047495     4.7089e-05
 2922.000 0.00042560    -1.5820e-04
 2923.000 0.00035546     4.6096e-04
 2924.000 0.00049301    -4.3948e-04
 2925.000 0.00042196     4.5384e-05
 2926.000 0.00034027     1.9411e-04
 2927.000 0.00037313    -1.3452e-04
 2928.000 0.00037502     1.5816e-04
 2929.000 0.00043064    -1.7574e-04
 2930.000 0.00039995     2.6935e-05
 2931.000 0.00038052     1.3556e-04
 2932.000 0.00042645    -1.7702e-04
 2933.000 0.00035176    -1.5122e-04
 2934.000 0.00023304     5.1771e-04
 2935.000 0.00038893    -2.7194e-04
 2936.000 0.00043531    -8.6990e-05
 2937.000 0.00041517     2.2079e-04
 2938.000 0.00042873    -5.9395e-04
 2939.000 0.00025122     1.0086e-03
 2940.000 0.00051298    -8.0482e-04
 2941.000 0.00042523     1.1362e-04
 2942.000 0.00032460     2.7306e-04
 2943.000 0.00044158     9.9795e-05
 2944.000 0.00057190    -5.9220e-04
 2945.000 0.00042393     5.9928e-04
 2946.000 0.00054305    -2.0236e-04
 2947.000 0.00058134    -2.7480e-04
 2948.000 0.00043077     1.6841e-04
 2949.000 0.00043258     5.1543e-04
 2950.000 0.00061432    -1.1505e-03
 2951.000 0.00031748     1.2153e-03
 2952.000 0.00054892    -5.4090e-04
 2953.000 0.00055097    -4.2801e-04
 2954.000 0.00032282     8.7175e-04
 2955.000 0.00047169    -7.9689e-04
 2956.000 0.00032655     5.5173e-04
 2957.000 0.00042729     6.5241e-05
 2958.000 0.00054142    -7.3236e-04
 2959.000 0.00030672     7.7120e-04
 2960.000 0.00042188    -2.5330e-04
 2961.000 0.00053864     2.5160e-04
 2962.000 0.00064415    -8.2058e-04
 2963.000 0.00035257     6.4820e-04
 2964.000 0.00038083     1.4684e-04
 2965.000 0.00048788    -7.6282e-04
 2966.000 0.00026758     9.4035e-04
 2967.000 0.00052080    -1.5747e-04
 2968.000 0.00068348    -8.5370e-04
 2969.000 0.00042069     1.0195e-03
 2970.000 0.00054434    -9.0546e-04
 2971.000 0.00038472     9.0277e-04
 2972.000 0.00057910    -5.8164e-04
 2973.000 0.00056805     1.9119e-04
 2974.000 0.00058603    -8.9565e-06
 2975.000 0.00057511    -3.2877e-04
 2976.000 0.00045325     6.5839e-04
 2977.000 0.00059652    -7.1400e-04
 2978.000 0.00043005     3.3916e-04
 2979.000 0.00039013     1.1667e-04
 2980.000 0.00047828    -3.7433e-05
 2981.000 0.00055305    -4.7221e-05
 2982.000 0.00058552    -2.7483e-05
 2983.000 0.00064715     3.3211e-04
 2984.000 0.00075267    -1.0376e-03
 2985.000 0.00038955     1.0065e-03
 2986.000 0.00052502     2.9794e-06
 2987.000 0.00072259    -6.4586e-04
 2988.000 0.00056163     4.2930e-04
 2989.000 0.00056511    -8.4680e-05
 2990.000 0.00059952     9.5005e-05
 2991.000 0.00061957    -3.8150e-04
 2992.000 0.00045325     3.1277e-04
 2993.000 0.00053390     6.1223e-04
 2994.000 0.00086671    -1.2487e-03
 2995.000 0.00055807     5.3400e-04
 2996.000 0.00045014     3.1700e-04
 2997.000 0.00059743    -2.7069e-04
 2998.000 0.00060069    -9.8419e-05
 2999.000 0.00058909     5.7521e-04
 3000.000 0.00077296    -1.0296e-03
 3001.000 0.00054859     1.0937e-03
 3002.000 0.00068391    -1.1870e-03
 3003.000 0.00037319     9.7822e-04
 3004.000 0.00050982    -4.1728e-05
 3005.000 0.00069764    -5.0416e-04
 3006.000 0.00061821     4.5488e-04
 3007.000 0.00072537    -1.9581e-04
 3008.000 0.00074684    -1.8578e-04
 3009.000 0.00063089     1.1442e-04
 3010.000 0.00056501     2.8510e-05
 3011.000 0.00058723     3.0014e-04
 3012.000 0.00073232    -4.9184e-04
 3013.000 0.00064903     2.9694e-04
 3014.000 0.00068844     4.0284e-05
 3015.000 0.00069354    -6.6393e-04
 3016.000 0.00044451     1.0907e-03
 3017.000 0.00075919    -3.1651e-04
 3018.000 0.00093093    -6.8228e-04
 3019.000 0.00077120     1.0568e-03
 3020.000 0.00100010    -1.2132e-03
 3021.000 0.00068652     5.4115e-04
 3022.000 0.00057791     2.7842e-04
 3023.000 0.00069785    -2.8354e-04
 3024.000 0.00074017     3.9000e-04
 3025.000 0.00092098    -4.4553e-04
 3026.000 0.00083056    -2.3527e-04
 3027.000 0.00069802     1.1339e-03
 3028.000 0.00104070    -1.4489e-03
 3029.000 0.00078799     1.0895e-03
 3030.000 0.00085382    -9.9780e-04
 3031.000 0.00055659     7.2335e-04
 3032.000 0.00068401     6.5229e-04
 3033.000 0.00107920    -1.7259e-03
 3034.000 0.00061119     1.0720e-03
 3035.000 0.00065690     5.2013e-04
 3036.000 0.00099971    -1.3699e-03
 3037.000 0.00075155     1.4138e-03
 3038.000 0.00099376    -1.3430e-03
 3039.000 0.00069938     7.3867e-04
 3040.000 0.00068425     6.3831e-05
 3041.000 0.00084229     4.5030e-05
 3042.000 0.00089248    -8.9105e-04
 3043.000 0.00063285     1.6603e-03
 3044.000 0.00104130    -1.7415e-03
 3045.000 0.00082450     1.5542e-03
 3046.000 0.00101260    -2.0458e-03
 3047.000 0.00044690     2.1064e-03
 3048.000 0.00084364    -6.0495e-04
 3049.000 0.00103730    -9.0502e-04
 3050.000 0.00066965     8.5717e-04
 3051.000 0.00069836    -1.4549e-04
 3052.000 0.00086999     5.8233e-04
 3053.000 0.00116840    -1.4231e-03
 3054.000 0.00078739     1.0337e-03
 3055.000 0.00084317    -9.0994e-05
 3056.000 0.00097322    -2.2412e-04
 3057.000 0.00090601    -1.9607e-04
 3058.000 0.00086280     1.1524e-03
 3059.000 0.00132590    -1.3757e-03
 3060.000 0.00113240     4.1077e-04
 3061.000 0.00108840     6.2961e-04
 3062.000 0.00122920    -1.8204e-03
 3063.000 0.00069086     2.5771e-03
 3064.000 0.00122210    -2.0707e-03
 3065.000 0.00107320     1.6246e-03
 3066.000 0.00132410    -2.0291e-03
 3067.000 0.00084937     2.1379e-03
 3068.000 0.00131870    -8.5800e-04
 3069.000 0.00152270    -2.9783e-04
 3070.000 0.00142470     2.3732e-04
 3071.000 0.00126830    -1.0019e-03
 3072.000 0.00080162     1.9085e-03
 3073.000 0.00112030    -1.9198e-03
 3074.000 0.00075920     1.6921e-03
 3075.000 0.00096833    -1.4274e-03
 3076.000 0.00077309     1.5911e-03
 3077.000 0.00128030    -7.2250e-04
 3078.000 0.00146980    -6.0740e-04
 3079.000 0.00127270     8.3249e-04
 3080.000 0.00134400    -1.1122e-03
 3081.000 0.00102060     1.2480e-03
 3082.000 0.00118220    -9.6979e-04
 3083.000 0.00107210     1.0010e-03
 3084.000 0.00132840    -8.3570e-04
 3085.000 0.00130960     6.9123e-04
 3086.000 0.00141620    -1.1768e-03
 3087.000 0.00097852     7.5040e-04
 3088.000 0.00101960     1.0478e-03
 3089.000 0.00151820    -2.1965e-03
 3090.000 0.00106970     2.0554e-03
 3091.000 0.00144510    -1.0818e-03
 3092.000 0.00142550    -9.8277e-05
 3093.000 0.00126820     6.4869e-04
 3094.000 0.00141730    -6.5808e-04
 3095.000 0.00125730     1.2902e-04
 3096.000 0.00119820     7.4741e-04
 3097.000 0.00159650    -3.7427e-04
 3098.000 0.00168010    -1.1385e-03
 3099.000 0.00130200     2.1583e-03
 3100.000 0.00181960    -2.1203e-03
 3101.000 0.00147080     1.1246e-03
 3102.000 0.00156030     2.5181e-04
 3103.000 0.00172400    -1.6866e-03
 3104.000 0.00106580     1.5632e-03
 3105.000 0.00130380     8.1085e-04
 3106.000 0.00200140    -2.0490e-03
 3107.000 0.00151780     2.9805e-04
 3108.000 0.00114510     1.5222e-03
 3109.000 0.00170420    -7.9615e-04
 3110.000 0.00187650    -6.5842e-04
 3111.000 0.00165270     1.0532e-03
 3112.000 0.00179080    -1.3832e-03
 3113.000 0.00140030     1.3078e-03
 3114.000 0.00141380    -1.4240e-03
 3115.000 0.00093168     1.4144e-03
 3116.000 0.00114590    -5.5552e-05
 3117.000 0.00170160     8.5670e-04
 3118.000 0.00231330    -3.0352e-03
 3119.000 0.00147190     2.5656e-03
 3120.000 0.00157310    -1.5717e-03
 3121.000 0.00128140     1.3637e-03
 3122.000 0.00151300    -7.4335e-04
 3123.000 0.00148210     3.4691e-05
 3124.000 0.00149290     8.5478e-04
 3125.000 0.00173100    -2.0900e-03
 3126.000 0.00111260     2.3663e-03
 3127.000 0.00153100    -1.1545e-03
 3128.000 0.00168150     6.4421e-04
 3129.000 0.00178900    -1.6804e-03
 3130.000 0.00138220     2.9914e-03
 3131.000 0.00228990    -2.3982e-03
 3132.000 0.00192770    -1.0179e-03
 3133.000 0.00122450     4.4236e-03
 3134.000 0.00234560    -5.7309e-03
 3135.000 0.00138930     6.0357e-03
 3136.000 0.00248030    -6.1279e-03
 3137.000 0.00126440     4.6347e-03
 3138.000 0.00181910    -1.7873e-03
 3139.000 0.00203560     4.8528e-04
 3140.000 0.00225730    -1.2261e-04
 3141.000 0.00226930    -1.2530e-03
 3142.000 0.00146270     2.2315e-04
 3143.000 0.00121580     3.7186e-03
 3144.000 0.00268490    -4.8017e-03
 3145.000 0.00191710     2.0667e-03
 3146.000 0.00192530     1.1909e-03
 3147.000 0.00258210    -2.9385e-03
 3148.000 0.00185240     2.2443e-03
 3149.000 0.00213570     3.9393e-05
 3150.000 0.00247780    -2.0491e-03
 3151.000 0.00200230     3.2512e-03
 3152.000 0.00278780    -3.3899e-03
 3153.000 0.00213870     1.7007e-03
 3154.000 0.00226530     1.2413e-03
 3155.000 0.00301520    -2.9262e-03
 3156.000 0.00241460     2.3606e-03
 3157.000 0.00249070    -2.4560e-03
 3158.000 0.00192870     3.6348e-03
 3159.000 0.00263840    -4.4530e-03
 3160.000 0.00178040     4.7712e-03
 3161.000 0.00261440    -4.4797e-03
 3162.000 0.00192480     4.0059e-03
 3163.000 0.00253310    -3.7566e-03
 3164.000 0.00189190     3.5234e-03
 3165.000 0.00251360    -2.7598e-03
 3166.000 0.00215990     1.6633e-03
 3167.000 0.00217590    -1.6753e-03
 3168.000 0.00163990     1.7259e-03
 3169.000 0.00196060    -8.8276e-05
 3170.000 0.00240780    -6.1384e-04
 3171.000 0.00223920    -1.1511e-03
 3172.000 0.00187130     4.0226e-03
 3173.000 0.00322140    -4.6314e-03
 3174.000 0.00260160     2.6836e-03
 3175.000 0.00268200    -1.9016e-03
 3176.000 0.00231020     2.2098e-03
 3177.000 0.00266150    -2.5988e-03
 3178.000 0.00208380     2.6115e-03
 3179.000 0.00276740    -2.7938e-04
 3180.000 0.00319230    -3.0462e-03
 3181.000 0.00206640     3.1593e-03
 3182.000 0.00235880    -1.0811e-03
 3183.000 0.00257820     7.2728e-04
 3184.000 0.00315910     3.4102e-04
 3185.000 0.00367900    -2.4574e-03
 3186.000 0.00279130     1.0429e-03
 3187.000 0.00246270     1.6404e-03
 3188.000 0.00284480    -3.3404e-03
 3189.000 0.00207160     4.7895e-03
 3190.000 0.00341870    -3.0956e-03
 3191.000 0.00352640     1.5666e-04
 3192.000 0.00281110    -2.4690e-03
 3193.000 0.00141190     5.6160e-03
 3194.000 0.00271840    -3.7606e-03
 3195.000 0.00268170     1.3674e-03
 3196.000 0.00277180    -9.4816e-04
 3197.000 0.00273430     1.6596e-03
 3198.000 0.00340420    -1.4460e-03
 3199.000 0.00335250    -2.0522e-04
 3200.000 0.00313950     1.2991e-03
 3201.000 0.00333750    -2.5251e-03
 3202.000 0.00262170     3.3184e-03
 3203.000 0.00340370    -1.7618e-03
 3204.000 0.00334820    -1.2964e-03
 3205.000 0.00218870     3.2326e-04
 3206.000 0.00177120     4.4553e-03
 3207.000 0.00353650    -5.0478e-03
 3208.000 0.00305000     2.2250e-03
 3209.000 0.00306780    -8.2647e-04
 3210.000 0.00310860     1.2189e-03
 3211.000 0.00341530    -2.4536e-03
 3212.000 0.00280800     3.1117e-03
 3213.000 0.00348410    -2.2927e-03
 3214.000 0.00343340     1.6984e-03
 3215.000 0.00375710    -2.2543e-03
 3216.000 0.00313310     1.6327e-03
 3217.000 0.00297830    -1.4615e-03
 3218.000 0.00251570     2.3663e-03
 3219.000 0.00295580    -2.5874e-03
 3220.000 0.00288480     4.9168e-03
 3221.000 0.00465150    -6.0534e-03
 3222.000 0.00358940     2.3241e-03
 3223.000 0.00341210     2.0658e-03
 3224.000 0.00430250    -4.1810e-03
 3225.000 0.00306350     1.8819e-03
 3226.000 0.00289300     3.0645e-03
 3227.000 0.00423260    -5.0793e-03
 3228.000 0.00350480     4.8485e-03
 3229.000 0.00466490    -2.9871e-03
 3230.000 0.00480860     1.0016e-03
 3231.000 0.00499690    -7.5157e-04
 3232.000 0.00457450    -1.6595e-03
 3233.000 0.00357860     3.9485e-03
 3234.000 0.00454000    -2.3908e-03
 3235.000 0.00449970    -3.9561e-04
 3236.000 0.00416570     2.2110e-03
 3237.000 0.00494500    -1.7686e-03
 3238.000 0.00474100    -1.0363e-03
 3239.000 0.00393300     2.2897e-03
 3240.000 0.00448210     1.9906e-05
 3241.000 0.00518900    -1.4226e-03
 3242.000 0.00526730     1.8988e-03
 3243.000 0.00559600    -4.6701e-03
 3244.000 0.00395000     4.9334e-03
 3245.000 0.00427670    -3.2274e-03
 3246.000 0.00379670     3.1358e-03
 3247.000 0.00498760     7.0945e-04
 3248.000 0.00650260    -4.0290e-03
 3249.000 0.00589620     2.6782e-03
 3250.000 0.00599600    -2.4466e-03
 3251.000 0.00520560     1.7672e-03
 3252.000 0.00562100     2.6127e-03
 3253.000 0.00745270    -3.7203e-03
 3254.000 0.00693660    -1.8185e-03
 3255.000 0.00515160     3.3807e-03
 3256.000 0.00558140     1.5844e-03
 3257.000 0.00683960    -4.7480e-03
 3258.000 0.00613880     5.6534e-03
 3259.000 0.00762860    -4.7221e-03
 3260.000 0.00725810     2.0732e-03
 3261.000 0.00758940     6.4020e-04
 3262.000 0.00771880    -5.8454e-03
 3263.000 0.00539840     8.0426e-03
 3264.000 0.00701720    -2.6897e-03
 3265.000 0.00828760     6.2574e-04
 3266.000 0.00825020    -7.6601e-03
 3267.000 0.00533680     1.2759e-02
 3268.000 0.00809320    -9.3558e-03
 3269.000 0.00715570     2.5011e-03
 3270.000 0.00685330     3.1620e-03
 3271.000 0.00800250    -6.4396e-03
 3272.000 0.00682420     8.6315e-03
 3273.000 0.01018300    -8.6375e-04
 3274.000 0.01208800    -1.3899e-02
 3275.000 0.00648990     1.1442e-02
 3276.000 0.00678260     3.4744e-03
 3277.000 0.00970880    -9.5389e-03
 3278.000 0.00752750     4.0361e-03
 3279.000 0.00688980     2.6560e-03
 3280.000 0.00781960    -5.2552e-03
 3281.000 0.00796420     1.3653e-02
 3282.000 0.01294300    -2.0353e-02
 3283.000 0.00931730     1.6133e-02
 3284.000 0.01166500    -8.3385e-03
 3285.000 0.01139100     1.4907e-03
 3286.000 0.00976260    -5.7506e-03
 3287.000 0.00767270     1.8743e-02
 3288.000 0.01370400    -2.0492e-02
 3289.000 0.01035900     6.9694e-03
 3290.000 0.01002600     1.0687e-02
 3291.000 0.01528100    -1.6189e-02
 3292.000 0.01393600     1.4470e-02
 3293.000 0.01640300    -1.8820e-02
 3294.000 0.01144600     1.6265e-02
 3295.000 0.01184300    -1.4118e-02
 3296.000 0.00898580     2.0681e-02
 3297.000 0.01437100    -1.9151e-02
 3298.000 0.01137100     5.6130e-03
 3299.000 0.01018700     7.5952e-03
 3300.000 0.01500200     0.0000e+00
