# lambda(nm)  coeff spline
 3696.500 0.97014397    -4.6118e-02
 3697.000 0.96135402     2.2929e-02
 3697.500 0.95774502     7.8745e-02
 3698.000 0.96658498    -3.9135e-02
 3698.500 0.97138703    -1.9116e-02
 3699.000 0.97113901    -5.6017e-03
 3699.500 0.96920598     1.0824e-03
 3700.000 0.96747100     6.0258e-03
 3700.500 0.96689898     2.7252e-03
 3701.000 0.96768701     1.5715e-02
 3701.500 0.97074503    -1.1105e-02
 3702.000 0.97235101    -6.1436e-03
 3702.500 0.97245598    -3.4506e-04
 3703.000 0.97230399     1.3569e-03
 3703.500 0.97215098    -5.1071e-03
 3704.000 0.97100800    -4.6881e-03
 3704.500 0.96941900     1.3155e-02
 3705.000 0.96955502    -6.5312e-03
 3705.500 0.96904701    -2.4870e-03
 3706.000 0.96555698    -5.5089e-02
 3706.500 0.95425099     3.5262e-02
 3707.000 0.94836903     4.4220e-02
 3707.500 0.95122099    -2.5255e-03
 3708.000 0.95645201     2.2980e-02
 3708.500 0.95836699    -1.6898e-01
 3709.000 0.93576998     6.4651e-02
 3709.500 0.92349398     1.5808e-01
 3710.000 0.93711299    -7.5489e-02
 3710.500 0.94676000     4.8547e-02
 3711.000 0.95870298    -6.3597e-02
 3711.500 0.96154302    -1.2631e-02
 3712.000 0.96017802     1.3199e-02
 3712.500 0.96008301    -9.6865e-03
 3713.000 0.95437098    -1.0926e-01
 3713.500 0.93563902     1.3426e-01
 3714.000 0.93877101     9.6973e-02
 3714.500 0.95751798    -1.4739e-01
 3715.000 0.95556301    -4.2686e-03
 3715.500 0.94959497     6.8149e-02
 3716.000 0.95568699     2.1115e-02
 3716.500 0.96583200    -5.5339e-02
 3717.000 0.96457797    -7.3338e-02
 3717.500 0.95143801     6.3427e-02
 3718.000 0.94939703     8.6004e-02
 3718.500 0.96182603    -6.0164e-02
 3719.000 0.96717101    -1.5363e-02
 3719.500 0.96775699     7.3986e-03
 3720.000 0.96884602    -2.1584e-03
 3720.500 0.96958202    -7.2380e-03
 3721.000 0.96916503     3.4384e-03
 3721.500 0.96903098     2.7497e-04
 3722.000 0.96895099    -3.2408e-03
 3722.500 0.96843398     2.1997e-03
 3723.000 0.96825498     2.5544e-03
 3723.500 0.96795499    -1.5321e-02
 3724.000 0.96519500    -3.0944e-04
 3724.500 0.96259099     2.0303e-02
 3725.000 0.96365303     7.0838e-03
 3725.500 0.96477503    -4.7199e-02
 3726.000 0.95871001     9.2237e-03
 3726.500 0.95408398     4.4839e-02
 3727.000 0.95662701    -1.6524e-02
 3727.500 0.95671499    -3.7665e-02
 3728.000 0.95263201     6.7081e-02
 3728.500 0.95821297     1.2739e-03
 3729.000 0.96482599    -4.7408e-02
 3729.500 0.95847100    -1.2288e-01
 3730.000 0.93243802     6.6638e-02
 3730.500 0.92127699     2.1325e-01
 3731.000 0.94534701    -7.4098e-02
 3731.500 0.96337700    -6.1821e-02
 3732.000 0.96769202    -7.7785e-03
 3732.500 0.96636099    -4.2571e-02
 3733.000 0.95609897    -3.6283e-02
 3733.500 0.94109303     7.3847e-02
 3734.000 0.93430603    -6.1851e-02
 3734.500 0.92734098     1.6928e-01
 3735.000 0.94426399    -4.1967e-02
 3735.500 0.95581299    -1.3039e-01
 3736.000 0.94673800     6.8550e-02
 3736.500 0.94586998     5.3155e-02
 3737.000 0.95392603    -6.6994e-02
 3737.500 0.95191401    -2.6812e-02
 3738.000 0.94671601     9.7778e-02
 3738.500 0.95540500    -3.1014e-02
 3739.000 0.96114600    -4.4474e-02
 3739.500 0.95982099     3.9324e-02
 3740.000 0.96221298    -2.3616e-02
 3740.500 0.96166903    -1.5324e-02
 3741.000 0.95429099    -7.9105e-02
 3741.500 0.93784797     1.1418e-01
 3742.000 0.94035900     7.7266e-02
 3742.500 0.95698297    -8.4538e-02
 3743.000 0.96191299    -1.9768e-02
 3743.500 0.96115500     2.7096e-02
 3744.000 0.96344298    -1.5514e-02
 3744.500 0.96379900    -1.1407e-02
 3745.000 0.96210998     1.2060e-02
 3745.500 0.96197802     5.3482e-04
 3746.000 0.96219999    -5.7052e-03
 3746.500 0.96155298     1.4305e-03
 3747.000 0.96172398     1.9615e-02
 3747.500 0.96425402    -2.3275e-02
 3748.000 0.96350199    -5.2845e-03
 3748.500 0.96104401     3.4704e-03
 3749.000 0.95936698     1.0145e-02
 3749.500 0.95679402    -6.5554e-02
 3750.000 0.94195902    -4.2219e-02
 3750.500 0.92648101     2.1900e-01
 3751.000 0.94386202    -4.5158e-02
 3751.500 0.95785701    -1.1963e-01
 3752.000 0.95187098     4.4142e-02
 3752.500 0.94997102     4.1130e-02
 3753.000 0.95622301    -1.3015e-02
 3753.500 0.96055502    -3.5150e-02
 3754.000 0.95324498    -1.2579e-01
 3754.500 0.92953598     1.4474e-01
 3755.000 0.93024802     1.3292e-01
 3755.500 0.95413703    -1.2018e-01
 3756.000 0.96263403    -2.1619e-02
 3756.500 0.96300203     1.1558e-02
 3757.000 0.96417600    -5.2678e-03
 3757.500 0.96407002    -2.1205e-02
 3758.000 0.95786399    -5.6313e-02
 3758.500 0.94516599     9.0649e-02
 3759.000 0.94672400     3.5861e-02
 3759.500 0.95437801    -8.7787e-02
 3760.000 0.95015401     3.0216e-02
 3760.500 0.94971699     5.7812e-02
 3761.000 0.95828700    -4.5295e-02
 3761.500 0.96097702    -1.7753e-02
 3762.000 0.95832098    -1.1999e-02
 3762.500 0.95151103    -3.3946e-02
 3763.000 0.94219202     8.7564e-02
 3763.500 0.94662398     1.3711e-02
 3764.000 0.95350999    -8.3513e-02
 3764.500 0.94857597     3.6659e-02
 3765.000 0.94334501    -7.0249e-02
 3765.500 0.93013197     5.2769e-02
 3766.000 0.92872697     1.4257e-01
 3766.500 0.94860202    -1.1232e-01
 3767.000 0.95590299     4.9197e-03
 3767.500 0.95923799    -2.5459e-03
 3768.000 0.96195298    -9.6161e-03
 3768.500 0.96281701    -3.4126e-03
 3769.000 0.96237600    -8.0543e-03
 3769.500 0.96032101    -3.1054e-03
 3770.000 0.95517999    -5.3589e-02
 3770.500 0.93983299    -2.7483e-02
 3771.000 0.92589003     1.9722e-01
 3771.500 0.94124198    -5.8316e-02
 3772.000 0.95350099    -3.8187e-02
 3772.500 0.95733398     8.8386e-03
 3773.000 0.95993501    -2.6735e-02
 3773.500 0.95567900    -6.6467e-02
 3774.000 0.93854898    -1.6371e-02
 3774.500 0.92409402     1.9615e-01
 3775.000 0.94045299    -2.8709e-02
 3775.500 0.95715600    -7.3060e-02
 3776.000 0.96043402    -1.2516e-03
 3776.500 0.95950300    -2.2951e-02
 3777.000 0.95570201     2.4176e-02
 3777.500 0.95587403     2.1597e-02
 3778.000 0.95967400    -2.3495e-02
 3778.500 0.96011001    -8.3511e-03
 3779.000 0.95723897    -2.2469e-02
 3779.500 0.95215398     4.5093e-02
 3780.000 0.95395797     7.4334e-03
 3780.500 0.95608300    -6.7122e-02
 3781.000 0.94710100    -5.5151e-03
 3781.500 0.93927199     1.1685e-01
 3782.000 0.94924802    -3.4580e-02
 3782.500 0.95688498    -3.4670e-02
 3783.000 0.95723200    -1.6985e-03
 3783.500 0.95450503    -3.2312e-02
 3784.000 0.94656998     5.9521e-03
 3784.500 0.93925202     2.3314e-02
 3785.000 0.93790698     4.4144e-02
 3785.500 0.94515997     6.4649e-03
 3786.000 0.95413297    -2.8723e-02
 3786.500 0.95808202    -1.2148e-02
 3787.000 0.95867401    -3.2543e-03
 3787.500 0.95784903    -8.8423e-03
 3788.000 0.95533901    -1.8169e-03
 3788.500 0.95123601    -2.2122e-02
 3789.000 0.94002801    -8.0216e-02
 3789.500 0.91822499     8.8703e-02
 3790.000 0.91439199     1.5668e-01
 3790.500 0.93529302    -1.2182e-01
 3791.000 0.93902701    -8.1428e-02
 3791.500 0.92844701     1.0399e-01
 3792.000 0.93412000     5.5531e-02
 3792.500 0.95030302    -7.3877e-02
 3793.000 0.95520598    -3.0746e-02
 3793.500 0.94800597    -9.3609e-02
 3794.000 0.92868698     1.1433e-01
 3794.500 0.92896998     1.0675e-01
 3795.000 0.94776201    -9.7111e-02
 3795.500 0.95423102    -1.4058e-02
 3796.000 0.95454901     5.7194e-03
 3796.500 0.95465499    -1.3908e-02
 3797.000 0.95135701    -3.1784e-02
 3797.500 0.94128299    -2.1582e-02
 3798.000 0.93202800     1.3777e-01
 3798.500 0.94360501    -2.9518e-02
 3799.000 0.95395201    -4.9214e-02
 3799.500 0.95370197    -2.7956e-02
 3800.000 0.94818902     3.4729e-02
 3800.500 0.94813001     1.9934e-02
 3801.000 0.95169002    -2.7609e-02
 3801.500 0.95176703     6.9090e-03
 3802.000 0.95217299     7.8677e-03
 3802.500 0.95370102    -1.1450e-02
 3803.000 0.95323998    -9.8037e-03
 3803.500 0.94869900    -4.7253e-02
 3804.000 0.93740302     3.6697e-02
 3804.500 0.93333602     7.3961e-02
 3805.000 0.94245702    -1.6030e-02
 3805.500 0.95068502    -3.1272e-02
 3806.000 0.95309299     1.4360e-03
 3806.500 0.95409101    -8.3112e-03
 3807.000 0.95356101    -4.8640e-03
 3807.500 0.95070398    -2.8082e-02
 3808.000 0.94409502     2.7144e-02
 3808.500 0.94090903     1.6585e-03
 3809.000 0.93962598     1.1893e-02
 3809.500 0.94115102     1.8164e-02
 3810.000 0.94525498    -2.2653e-02
 3810.500 0.94563198    -1.6997e-02
 3811.000 0.94379997     3.7626e-02
 3811.500 0.94639200    -2.7329e-02
 3812.000 0.94274902    -7.7950e-02
 3812.500 0.92824900     7.8561e-02
 3813.000 0.92396897     8.9856e-03
 3813.500 0.92309600    -3.2734e-02
 3814.000 0.92063701     8.3886e-02
 3814.500 0.93163401     2.0135e-02
 3815.000 0.94670999    -6.6532e-02
 3815.500 0.95129400    -5.8159e-03
 3816.000 0.95136201    -1.8589e-02
 3816.500 0.94616401    -4.6212e-02
 3817.000 0.93548799     7.1966e-02
 3817.500 0.93688899     4.8197e-02
 3818.000 0.94701898    -5.5259e-02
 3818.500 0.94688201    -7.3567e-02
 3819.000 0.93425900     4.9861e-02
 3819.500 0.93125898     1.0508e-01
 3820.000 0.94506800    -6.6746e-02
 3820.500 0.95142400    -1.6965e-02
 3821.000 0.95229000     2.8444e-03
 3821.500 0.95272899    -4.6613e-03
 3822.000 0.95263100     2.9131e-03
 3822.500 0.95271599    -2.5996e-03
 3823.000 0.95254999     1.4615e-03
 3823.500 0.95150697    -2.4295e-02
 3824.000 0.94666100     4.4476e-03
 3824.500 0.94336498     4.3704e-02
 3825.000 0.94616503    -3.2956e-02
 3825.500 0.94629401     2.4016e-02
 3826.000 0.94887298    -4.3076e-03
 3826.500 0.95088398    -2.0417e-02
 3827.000 0.94808102    -2.9561e-02
 3827.500 0.94147003     4.7267e-02
 3828.000 0.94247001     2.3157e-02
 3828.500 0.94822502    -2.5773e-02
 3829.000 0.95035303    -7.1112e-03
 3829.500 0.95031101     2.1374e-03
 3830.000 0.95012897    -4.7988e-03
 3830.500 0.94913501    -2.4287e-03
 3831.000 0.94775802     5.3212e-03
 3831.500 0.94695002    -5.2005e-03
 3832.000 0.94472998    -1.8408e-02
 3832.500 0.94107902     4.4490e-02
 3833.000 0.94241899    -3.9771e-02
 3833.500 0.93758202    -3.3652e-02
 3834.000 0.92822301     6.5852e-02
 3834.500 0.92707998    -3.2572e-02
 3835.000 0.92543399     5.2366e-02
 3835.500 0.93141699     6.2048e-03
 3836.000 0.93834901    -5.4408e-02
 3836.500 0.93638402    -2.1002e-03
 3837.000 0.93416202     5.6640e-02
 3837.500 0.93936801    -4.6190e-02
 3838.000 0.93911701    -2.8487e-03
 3838.500 0.93787003     3.3681e-02
 3839.000 0.94056302    -3.7314e-02
 3839.500 0.93854100     2.4159e-03
 3840.000 0.93534100    -6.2047e-04
 3840.500 0.93388200     4.1850e-02
 3841.000 0.93820298    -2.8059e-02
 3841.500 0.93913502    -1.0948e-02
 3842.000 0.93780702     1.7610e-02
 3842.500 0.93782401    -2.7213e-02
 3843.000 0.93381202    -5.4538e-03
 3843.500 0.92972499     4.7227e-02
 3844.000 0.93245298    -1.9895e-02
 3844.500 0.93291301    -2.2079e-02
 3845.000 0.92987400     2.4235e-02
 3845.500 0.92870301    -3.0027e-02
 3846.000 0.92424399     1.6962e-02
 3846.500 0.92072803    -1.5187e-02
 3847.000 0.91708201     4.0663e-02
 3847.500 0.91989398     7.5263e-03
 3848.000 0.92503297    -1.4920e-02
 3848.500 0.92870098     1.6849e-02
 3849.000 0.93404102    -1.2347e-02
 3849.500 0.93686402    -2.7869e-02
 3850.000 0.93446702    -1.4562e-03
 3850.500 0.93073702     1.7020e-03
 3851.000 0.92874497     3.6359e-02
 3851.500 0.93244803    -1.0456e-02
 3852.000 0.93514699    -1.8634e-02
 3852.500 0.93482602     1.2513e-02
 3853.000 0.93557698    -5.6900e-03
 3853.500 0.93552500    -9.0228e-03
 3854.000 0.93425000     1.2429e-02
 3854.500 0.93374902    -2.2115e-02
 3855.000 0.92973000    -8.4019e-03
 3855.500 0.92334199    -1.1331e-03
 3856.000 0.91875201     5.6087e-02
 3856.500 0.92323601    -5.4406e-03
 3857.000 0.92810899    -2.4989e-02
 3857.500 0.92855400    -8.7284e-04
 3858.000 0.92733002    -1.1575e-02
 3858.500 0.92352599    -1.4749e-02
 3859.000 0.91742003     1.5323e-02
 3859.500 0.91474098     3.5703e-02
 3860.000 0.91780001    -2.0421e-02
 3860.500 0.91888797    -1.3251e-03
 3861.000 0.91785997    -2.5062e-02
 3861.500 0.91377097     2.8109e-02
 3862.000 0.91192102    -3.3638e-02
 3862.500 0.90658897     2.2872e-02
 3863.000 0.90374202     1.7940e-03
 3863.500 0.90307498     2.2270e-02
 3864.000 0.90548903    -1.6930e-02
 3864.500 0.90541601    -1.4241e-02
 3865.000 0.90293598     1.6125e-02
 3865.500 0.90078402    -4.2387e-02
 3866.000 0.89499700     6.6182e-02
 3866.500 0.89608002    -5.7460e-02
 3867.000 0.89179999     3.4945e-02
 3867.500 0.88894498    -4.8119e-02
 3868.000 0.88180298     5.4642e-02
 3868.500 0.87919903    -6.1536e-02
 3869.000 0.87280798     1.0061e-01
 3869.500 0.87768799    -7.0402e-02
 3870.000 0.87634701     3.1695e-02
 3870.500 0.87519300    -5.1889e-02
 3871.000 0.86997300     7.8278e-02
 3871.500 0.87168300    -9.4904e-02
 3872.000 0.86310703     5.4475e-02
 3872.500 0.85789102    -4.2358e-02
 3873.000 0.85305202     1.2401e-01
 3873.500 0.86141300    -1.3686e-01
 3874.000 0.85608202     9.4844e-02
 3874.500 0.85750198    -8.0491e-02
 3875.000 0.85369402     1.0165e-01
 3875.500 0.85797602    -1.3194e-01
 3876.000 0.85058898     1.4607e-01
 3876.500 0.85428798    -1.8626e-01
 3877.000 0.84114403     1.9476e-01
 3877.500 0.84425199    -2.0273e-01
 3878.000 0.83283800     2.6762e-01
 3878.500 0.84640801    -2.6812e-01
 3879.000 0.83693302     2.5178e-01
 3879.500 0.84746099    -2.5894e-01
 3880.000 0.83495998     2.3127e-01
 3880.500 0.84173900    -2.0343e-01
 3881.000 0.83191699     1.8402e-01
 3881.500 0.83920002    -1.2215e-01
 3882.000 0.83505303     3.0244e-02
 3882.500 0.83388102     7.2571e-02
 3883.000 0.83972597    -1.5212e-01
 3883.500 0.83267701     2.2646e-01
 3884.000 0.84441000    -3.0297e-01
 3884.500 0.82964200     3.4939e-01
 3885.000 0.84470397    -3.7868e-01
 3885.500 0.82564598     3.4644e-01
 3886.000 0.83879900    -2.3401e-01
 3886.500 0.83275902     1.2897e-01
 3887.000 0.83894497     1.1553e-02
 3887.500 0.84507400    -1.7655e-01
 3888.000 0.83461702     2.9658e-01
 3888.500 0.85082102    -3.6989e-01
 3889.000 0.83309001     3.6854e-01
 3889.500 0.84921098    -2.9184e-01
 3890.000 0.83866298     1.5875e-01
 3890.500 0.84119803    -2.9185e-02
 3891.000 0.84296602    -6.0421e-02
 3891.500 0.84214997     2.0885e-01
 3892.000 0.85968000    -3.3469e-01
 3892.500 0.84396702     3.3208e-01
 3893.000 0.85967398    -2.3954e-01
 3893.500 0.85400897     1.1315e-01
 3894.000 0.85943300     5.3089e-02
 3894.500 0.87016201    -1.9818e-01
 3895.000 0.86196601     2.8544e-01
 3895.500 0.88152498    -2.7747e-01
 3896.000 0.87378103     1.6916e-01
 3896.500 0.88250899    -3.8349e-03
 3897.000 0.89145303    -1.4863e-01
 3897.500 0.88379300     1.9986e-01
 3898.000 0.89686000    -1.5338e-01
 3898.500 0.89564198     7.0809e-02
 3899.000 0.90069598     2.0671e-02
 3899.500 0.90866202    -8.3604e-02
 3900.000 0.90640002     6.8271e-02
 3900.500 0.91172302    -7.4418e-03
 3901.000 0.91730398    -3.2313e-02
 3901.500 0.91624999    -2.2546e-02
 3902.000 0.91055900     1.1207e-02
 3902.500 0.90675902     2.3101e-02
 3903.000 0.90309399    -1.0037e-01
 3903.500 0.88921797     1.3333e-01
 3904.000 0.89259601    -1.8834e-02
 3904.500 0.89333200    -1.2140e-01
 3905.000 0.88152802     2.0347e-01
 3905.500 0.88992602    -2.0763e-01
 3906.000 0.87425202     4.9322e-02
 3906.500 0.86716598     2.1645e-01
 3907.000 0.88440698    -3.3128e-01
 3907.500 0.86592698     2.5137e-01
 3908.000 0.87409502    -3.4640e-02
 3908.500 0.87713701    -2.3583e-01
 3909.000 0.85465503     3.6540e-01
 3909.500 0.86834198    -3.5771e-01
 3910.000 0.84003800     5.7656e-02
 3910.500 0.82327002     4.0395e-01
 3911.000 0.85763699    -4.4621e-01
 3911.500 0.84418899     2.3334e-01
 3912.000 0.85345501     5.7975e-02
 3912.500 0.86664701    -3.7102e-01
 3913.000 0.83878303     4.4076e-01
 3913.500 0.86015201    -2.1045e-01
 3914.000 0.85760099    -1.7306e-01
 3914.500 0.83587700     4.4255e-01
 3915.000 0.86375302    -4.0673e-01
 3915.500 0.84506398     6.6815e-02
 3916.000 0.83448398     3.3409e-01
 3916.500 0.86238497    -4.7963e-01
 3917.000 0.83615202     2.8521e-01
 3917.500 0.84307301     1.3450e-01
 3918.000 0.86433899    -4.7891e-01
 3918.500 0.83005702     4.4800e-01
 3919.000 0.84845001    -4.8877e-02
 3919.500 0.86113799    -3.8941e-01
 3920.000 0.82818902     5.1123e-01
 3920.500 0.85506898    -2.1961e-01
 3921.000 0.85589600    -2.5807e-01
 3921.500 0.82631600     5.2211e-01
 3922.000 0.85936201    -3.2734e-01
 3922.500 0.85351801    -1.4611e-01
 3923.000 0.82982600     4.8343e-01
 3923.500 0.86431301    -3.9130e-01
 3924.000 0.85149902    -5.3463e-02
 3924.500 0.83095002     4.1951e-01
 3925.000 0.86090201    -4.1255e-01
 3925.500 0.84197301     5.7536e-02
 3926.000 0.83100200     3.7339e-01
 3926.500 0.86554497    -4.5878e-01
 3927.000 0.84366202     1.0750e-01
 3927.500 0.83483303     3.4209e-01
 3928.000 0.86815900    -4.6413e-01
 3928.500 0.84400702     1.3496e-01
 3929.000 0.83704102     3.3675e-01
 3929.500 0.87360799    -4.3717e-01
 3930.000 0.85495698     8.6687e-02
 3930.500 0.84557599     3.1290e-01
 3931.000 0.87602103    -3.8246e-01
 3931.500 0.85807103     5.5471e-02
 3932.000 0.84674603     3.1958e-01
 3932.500 0.87667102    -3.4378e-01
 3933.000 0.86318201     1.3616e-02
 3933.500 0.85099000     3.2045e-01
 3934.000 0.87977499    -3.1196e-01
 3934.500 0.86871600    -2.8881e-02
 3935.000 0.85334301     3.2394e-01
 3935.500 0.88008100    -2.5622e-01
 3936.000 0.87390703    -8.8936e-02
 3936.500 0.85567403     3.2255e-01
 3937.000 0.87947297    -1.9250e-01
 3937.500 0.87844801    -1.4832e-01
 3938.000 0.85764098     3.1102e-01
 3938.500 0.87767297    -1.1561e-01
 3939.000 0.88323700    -1.9581e-01
 3939.500 0.86247897     2.6711e-01
 3940.000 0.87676799    -3.1488e-02
 3940.500 0.88699502    -2.3864e-01
 3941.000 0.86419898     1.9351e-01
 3941.500 0.86656803     6.8582e-02
 3942.000 0.87901998    -2.2584e-01
 3942.500 0.86301601     1.5185e-01
 3943.000 0.86789900     1.1973e-01
 3943.500 0.88984102    -2.2135e-01
 3944.000 0.88087499     2.3866e-02
 3944.500 0.87378001     1.7079e-01
 3945.000 0.88982999    -1.5154e-01
 3945.500 0.88563502    -5.0498e-02
 3946.000 0.87425399     1.8107e-01
 3946.500 0.88759297    -8.0503e-02
 3947.000 0.89024299    -1.1559e-01
 3947.500 0.87656200     1.5093e-01
 3948.000 0.88367099     1.0828e-02
 3948.500 0.89301097    -1.4070e-01
 3949.000 0.88259798     7.7898e-02
 3949.500 0.88247102     7.5974e-02
 3950.000 0.89320701    -1.2108e-01
 3950.500 0.88710201     4.1696e-03
 3951.000 0.88127500     1.1108e-01
 3951.500 0.89100200    -7.5175e-02
 3952.000 0.88973302    -7.4279e-02
 3952.500 0.87790197     1.1880e-01
 3953.000 0.88332498     1.3174e-02
 3953.500 0.89073801    -1.2373e-01
 3954.000 0.88018698     5.0628e-02
 3954.500 0.87708700     1.0005e-01
 3955.000 0.88893998    -9.1945e-02
 3955.500 0.88890803    -1.7503e-02
 3956.000 0.88507301     7.0685e-02
 3956.500 0.89076900    -3.6493e-02
 3957.000 0.89155298    -4.2602e-02
 3957.500 0.88589799     5.2367e-02
 3958.000 0.88562101    -3.7794e-02
 3958.500 0.88102001    -4.9687e-03
 3959.000 0.87665200     6.3261e-02
 3959.500 0.88263500     3.5069e-04
 3960.000 0.88980800    -3.6103e-02
 3960.500 0.88990200    -2.5834e-02
 3961.000 0.88609898     4.5912e-02
 3961.500 0.88864899    -5.3415e-03
 3962.000 0.89074099    -3.5538e-02
 3962.500 0.88748199     1.9070e-02
 3963.000 0.88686699     2.2715e-02
 3963.500 0.88975000    -2.5979e-02
 3964.000 0.88871503    -1.2831e-02
 3964.500 0.88586801     3.3814e-02
 3965.000 0.88772398    -9.5537e-03
 3965.500 0.88860601    -1.8974e-02
 3966.000 0.88640499     1.1456e-02
 3966.500 0.88584298     1.2488e-02
 3967.000 0.88739097    -1.0767e-02
 3967.500 0.88698900    -1.6221e-02
 3968.000 0.88438803     2.2874e-02
 3968.500 0.88500202     1.8843e-03
 3969.000 0.88612998    -1.8076e-02
 3969.500 0.88457698     6.0753e-03
 3970.000 0.88376701     1.1607e-02
 3970.500 0.88481098    -8.0099e-03
 3971.000 0.88445801    -1.3095e-02
 3971.500 0.88237101     1.8772e-02
 3972.000 0.88281399    -1.2736e-03
 3972.500 0.88340300    -1.0173e-02
 3973.000 0.88234901     2.5324e-03
 3973.500 0.88137603     1.9871e-03
 3974.000 0.88087898     9.4164e-04
 3974.500 0.87877601    -4.4296e-02
 3975.000 0.87034500     2.4369e-02
 3975.500 0.86656302     5.8396e-02
 3976.000 0.87203699    -3.5812e-02
 3976.500 0.87385100    -2.9890e-03
 3977.000 0.87435001     1.6207e-02
 3977.500 0.87716699    -6.2098e-03
 3978.000 0.87897402    -1.5607e-02
 3978.500 0.87780398    -2.8123e-03
 3979.000 0.87531799    -4.7267e-03
 3979.500 0.87191898    -1.9334e-04
 3980.000 0.86884701     1.3349e-02
 3980.500 0.86835003     8.5956e-03
 3981.000 0.86782098    -4.8501e-02
 3981.500 0.86233199     6.6371e-02
