# lambda(nm)  coeff spline
 4323.500 0.00000000    -8.0595e-52
 4324.000 0.00000000     3.0079e-51
 4324.500 0.00000000    -1.1226e-50
 4325.000 0.00000000     4.1894e-50
 4325.500 0.00000000    -1.5635e-49
 4326.000 0.00000000     5.8351e-49
 4326.500 0.00000000    -2.1777e-48
 4327.000 0.00000000     8.1272e-48
 4327.500 0.00000000    -3.0331e-47
 4328.000 0.00000000     1.1320e-46
 4328.500 0.00000000    -4.2246e-46
 4329.000 0.00000000     1.5766e-45
 4329.500 0.00000000    -5.8841e-45
 4330.000 0.00000000     2.1960e-44
 4330.500 0.00000000    -8.1955e-44
 4331.000 0.00000000     3.0586e-43
 4331.500 0.00000000    -1.1415e-42
 4332.000 0.00000000     4.2601e-42
 4332.500 0.00000000    -1.5899e-41
 4333.000 0.00000000     5.9335e-41
 4333.500 0.00000000    -2.2144e-40
 4334.000 0.00000000     8.2644e-40
 4334.500 0.00000000    -3.0843e-39
 4335.000 0.00000000     1.1511e-38
 4335.500 0.00000000    -4.2959e-38
 4336.000 0.00000000     1.6032e-37
 4336.500 0.00000000    -5.9834e-37
 4337.000 0.00000000     2.2330e-36
 4337.500 0.00000000    -8.3338e-36
 4338.000 0.00000000     3.1102e-35
 4338.500 0.00000000    -1.1607e-34
 4339.000 0.00000000     4.3320e-34
 4339.500 0.00000000    -1.6167e-33
 4340.000 0.00000000     6.0336e-33
 4340.500 0.00000000    -2.2518e-32
 4341.000 0.00000000     8.4038e-32
 4341.500 0.00000000    -3.1363e-31
 4342.000 0.00000000     1.1705e-30
 4342.500 0.00000000    -4.3684e-30
 4343.000 0.00000000     1.6303e-29
 4343.500 0.00000000    -6.0843e-29
 4344.000 0.00000000     2.2707e-28
 4344.500 0.00000000    -8.4744e-28
 4345.000 0.00000000     3.1627e-27
 4345.500 0.00000000    -1.1803e-26
 4346.000 0.00000000     4.4050e-26
 4346.500 0.00000000    -1.6440e-25
 4347.000 0.00000000     6.1354e-25
 4347.500 0.00000000    -2.2898e-24
 4348.000 0.00000000     8.5456e-24
 4348.500 0.00000000    -3.1892e-23
 4349.000 0.00000000     1.1902e-22
 4349.500 0.00000000    -4.4420e-22
 4350.000 0.00000000     1.6578e-21
 4350.500 0.00000000    -6.1870e-21
 4351.000 0.00000000     2.3090e-20
 4351.500 0.00000000    -8.6173e-20
 4352.000 0.00000000     3.2160e-19
 4352.500 0.00000000    -1.2002e-18
 4353.000 0.00000000     4.4794e-18
 4353.500 0.00000000    -1.6717e-17
 4354.000 0.00000000     6.2389e-17
 4354.500 0.00000000    -2.3284e-16
 4355.000 0.00000000     8.6897e-16
 4355.500 0.00000000    -3.2431e-15
 4356.000 0.00000000     1.2103e-14
 4356.500 0.00000000    -4.5170e-14
 4357.000 0.00000000     1.6858e-13
 4357.500 0.00000000    -6.2914e-13
 4358.000 0.00000000     2.3480e-12
 4358.500 0.00000000    -8.7627e-12
 4359.000 0.00000000     3.2703e-11
 4359.500 0.00000000    -1.2205e-10
 4360.000 0.00000000     4.5549e-10
 4360.500 0.00000000    -1.6999e-09
 4361.000 0.00000000     6.3442e-09
 4361.500 0.00000000    -2.3677e-08
 4362.000 0.00000000     8.8363e-08
 4362.500 0.00000000    -3.2978e-07
 4363.000 0.00000000     1.2349e-06
 4363.500 0.00000006    -3.0964e-06
 4364.000 0.00000192     5.4191e-05
 4364.500 0.00001540     6.5292e-05
 4365.000 0.00003320    -2.1168e-04
 4365.500 0.00001930     2.0626e-05
 4366.000 0.00000310     7.3976e-05
 4366.500 0.00000184     4.2031e-05
 4367.000 0.00001090     5.5791e-06
 4367.500 0.00001780    -1.1619e-04
 4368.000 0.00000745     4.5172e-05
 4368.500 0.00000080     2.4396e-05
 4369.000 0.00000003    -1.7387e-06
 4369.500 0.00000056     1.3605e-05
 4370.000 0.00000716     9.3231e-05
 4370.500 0.00002790    -4.7240e-05
 4371.000 0.00003670    -1.9083e-04
 4371.500 0.00001630     1.0976e-04
 4372.000 0.00000791     4.0039e-05
 4372.500 0.00011900     2.5976e-03
 4373.000 0.00074300     1.8794e-03
 4373.500 0.00145000    -8.1231e-03
 4374.000 0.00089300     2.7713e-04
 4374.500 0.00018100     3.2946e-03
 4375.000 0.00020800     4.2805e-03
 4375.500 0.00137000     6.8236e-03
 4376.000 0.00324000    -1.4583e-02
 4376.500 0.00268000    -6.8128e-03
 4377.000 0.00075100     8.9780e-03
 4377.500 0.00032200     6.9008e-03
 4378.000 0.00233000     2.1907e-02
 4378.500 0.00742000    -2.0561e-02
 4379.000 0.00972000    -6.6244e-03
 4379.500 0.01090000     2.0178e-02
 4380.000 0.01320000    -4.7208e-02
 4380.500 0.00885000     9.0556e-03
 4381.000 0.00452000     1.1466e-02
 4381.500 0.00238000    -2.3605e-03
 4382.000 0.00067400     8.3918e-03
 4382.500 0.00035300     2.0331e-03
 4383.000 0.00109000     8.8676e-03
 4383.500 0.00339000     8.5417e-06
 4384.000 0.00492000    -2.7382e-02
 4384.500 0.00227000     9.1984e-03
 4385.000 0.00032500     7.5081e-03
 4385.500 0.00007340     1.4106e-03
 4386.000 0.00060900     5.7422e-03
 4386.500 0.00187000    -6.9699e-03
 4387.000 0.00192000    -6.9265e-03
 4387.500 0.00072000     4.6759e-03
 4388.000 0.00009480     2.0182e-03
 4388.500 0.00003750     8.8107e-04
 4389.000 0.00035200     3.3807e-03
 4389.500 0.00105000    -5.2000e-03
 4390.000 0.00091600    -2.5485e-03
 4390.500 0.00027000     3.1062e-03
 4391.000 0.00004680     2.7087e-04
 4391.500 0.00000998     2.8343e-04
 4392.000 0.00005310     5.1395e-04
 4392.500 0.00024500     1.2315e-03
 4393.000 0.00067300     2.2658e-04
 4393.500 0.00097900    -5.0658e-03
 4394.000 0.00049900     1.1726e-03
 4394.500 0.00007920     1.8203e-03
 4395.000 0.00001540     9.0062e-05
 4395.500 0.00017800     3.2530e-03
 4396.000 0.00085700    -7.0849e-04
 4396.500 0.00127000    -6.8031e-03
 4397.000 0.00061000     2.1687e-03
 4397.500 0.00010600     1.8721e-03
 4398.000 0.00001210     1.8510e-04
 4398.500 0.00008170     1.3115e-03
 4399.000 0.00057400     4.7139e-03
 4399.500 0.00174000    -3.9982e-03
 4400.000 0.00205000    -9.2652e-03
 4400.500 0.00084000     4.5790e-03
 4401.000 0.00011500     2.5891e-03
 4401.500 0.00002530     3.1165e-04
 4402.000 0.00027700     4.3579e-03
 4402.500 0.00125000    -4.3191e-04
 4403.000 0.00196000    -8.9422e-03
 4403.500 0.00120000     9.2079e-04
 4404.000 0.00034300     2.9311e-03
 4404.500 0.00004700     8.1901e-04
 4405.000 0.00006670     1.3697e-03
 4405.500 0.00041400     1.5645e-03
 4406.000 0.00110000     5.0103e-04
 4406.500 0.00177000    -3.9526e-03
 4407.000 0.00158000    -5.3306e-03
 4407.500 0.00052400     4.4908e-03
 4408.000 0.00006230     1.6305e-03
 4408.500 0.00010900     1.1889e-03
 4409.000 0.00060700     4.4453e-03
 4409.500 0.00206000     3.9499e-03
 4410.000 0.00367000    -1.6477e-02
 4410.500 0.00258000    -2.8421e-03
 4411.000 0.00067100     8.1895e-03
 4411.500 0.00006730     1.4113e-03
 4412.000 0.00015000     2.6388e-03
 4412.500 0.00169000     2.3009e-02
 4413.000 0.00695000    -5.3939e-03
 4413.500 0.01030000    -4.7273e-02
 4414.000 0.00582000     6.5668e-03
 4414.500 0.00124000     1.8606e-02
 4415.000 0.00011200     1.8574e-03
 4415.500 0.00051200     1.0636e-02
 4416.000 0.00425000     3.5709e-02
 4416.500 0.01300000    -3.3184e-02
 4417.000 0.01510000    -6.2571e-02
 4417.500 0.00657000     2.8350e-02
 4418.000 0.00102000     2.0693e-02
 4418.500 0.00012200     5.2754e-04
 4419.000 0.00105000     2.1021e-02
 4419.500 0.00659000     2.6076e-02
 4420.000 0.01470000    -6.3645e-02
 4420.500 0.01250000    -1.8937e-02
 4421.000 0.00564000     2.7552e-02
 4421.500 0.00253000    -1.2721e-03
 4422.000 0.00070100     8.2801e-03
 4422.500 0.00087000     1.6104e-02
 4423.000 0.00562000     3.7249e-02
 4423.500 0.01500000    -5.3979e-02
 4424.000 0.01610000    -2.0054e-02
 4424.500 0.01190000     6.9944e-03
 4425.000 0.00751000    -1.2484e-02
 4425.500 0.00224000     2.1820e-02
 4426.000 0.00117000     2.6002e-02
 4426.500 0.00662000     3.0650e-02
 4427.000 0.01550000    -6.6282e-02
 4427.500 0.01740000     6.6958e-02
 4428.000 0.02750000    -4.7494e-03
 4428.500 0.03320000    -1.5356e-01
 4429.000 0.01540000     5.4990e-02
 4429.500 0.00289000     6.0559e-02
 4430.000 0.00393000     2.7973e-02
 4430.500 0.01230000     3.4704e-03
 4431.000 0.02900000     1.5807e-01
 4431.500 0.06670000    -1.3173e-01
 4432.000 0.07700000    -2.8873e-01
 4432.500 0.03770000     9.6260e-02
 4433.000 0.00729000     1.1705e-01
 4433.500 0.00104000     1.5369e-02
 4434.000 0.00400000     4.2510e-02
 4434.500 0.02410000     2.2595e-01
 4435.000 0.07790000    -1.3751e-01
 4435.500 0.09970000    -4.4392e-01
 4436.000 0.04860000     1.6360e-01
 4436.500 0.01160000     1.2793e-01
 4437.000 0.00310000     8.6872e-03
 4437.500 0.00431000     7.0363e-02
 4438.000 0.02650000     2.1338e-01
 4438.500 0.07910000    -1.9405e-01
 4439.000 0.09950000    -2.0998e-01
 4439.500 0.07510000    -4.1238e-02
 4440.000 0.03900000     9.4130e-02
 4440.500 0.01770000     1.9917e-02
 4441.000 0.00639000     6.5963e-02
 4441.500 0.01190000     1.1991e-01
 4442.000 0.04750000     1.7655e-01
 4442.500 0.11180700    -1.3715e-01
 4443.000 0.13991299    -4.9679e-01
 4443.500 0.09090000     2.7344e-01
 4444.000 0.06530000    -3.5074e-02
 4444.500 0.04230000    -7.0748e-02
 4445.000 0.01370000     1.8367e-01
 4445.500 0.02950000     4.0168e-01
 4446.000 0.11464800    -1.2605e-01
 4446.500 0.16486900    -7.3574e-01
 4447.000 0.10842800     5.0911e-01
 4447.500 0.10538300    -1.9202e-02
 4448.000 0.10504300    -3.6738e-01
 4448.500 0.05040000     1.8546e-01
 4449.000 0.02720000     3.8017e-01
 4449.500 0.08080000     1.3706e-01
 4450.000 0.14329600    -7.1491e-01
 4450.500 0.10873900     3.9332e-01
 4451.000 0.11530000     1.2848e-01
 4451.500 0.14414699    -3.7237e-01
 4452.000 0.11630900     5.5417e-04
 4452.500 0.07130000    -4.1953e-02
 4453.000 0.03890000     4.6987e-01
 4453.500 0.07340000    -2.3194e-01
 4454.000 0.08440000    -1.0612e-01
 4454.500 0.08550000     4.1881e-01
 4455.000 0.13198499    -4.7989e-01
 4455.500 0.12366800     1.8549e-01
 4456.000 0.11946400    -1.6337e-01
 4456.500 0.08790000    -1.8865e-01
 4457.000 0.03340000     3.6750e-01
 4457.500 0.02990000    -5.7349e-02
 4458.000 0.04280000     2.5550e-01
 4458.500 0.09340000    -5.9837e-02
 4459.000 0.13228400    -2.9733e-01
 4459.500 0.13816100     4.5699e-01
 4460.000 0.17636500    -7.5480e-01
 4460.500 0.10898700     2.8222e-02
 4461.000 0.03310000     4.3769e-01
 4461.500 0.02970000    -3.9296e-02
 4462.000 0.05200000     3.3629e-01
 4462.500 0.11632100    -2.9738e-01
 4463.000 0.13557699    -2.2835e-01
 4463.500 0.12709799     5.4514e-01
 4464.000 0.16756099    -7.7760e-01
 4464.500 0.10531800     1.0031e-01
 4465.000 0.04060000     3.1696e-01
 4465.500 0.03200000    -2.1336e-02
 4466.000 0.04560000     3.0118e-01
 4466.500 0.10400000    -1.0818e-01
 4467.000 0.13843700    -4.4358e-01
 4467.500 0.11436600     4.7830e-01
 4468.000 0.13349099    -4.3293e-01
 4468.500 0.09870000    -4.0560e-02
 4469.000 0.05250000     3.2135e-01
 4469.500 0.05140000    -1.6246e-01
 4470.000 0.04840000     2.8289e-01
 4470.500 0.10200000     3.8932e-01
 4471.000 0.19565600    -8.7882e-01
 4471.500 0.15588500    -7.6291e-02
 4472.000 0.09180000     6.0045e-01
 4472.500 0.11044300    -3.4002e-01
 4473.000 0.09620000    -2.9630e-02
 4473.500 0.06760000     1.1397e-01
 4474.000 0.05280000    -9.5053e-02
 4474.500 0.04730000     4.8944e-01
 4475.000 0.12403300     1.1088e-01
 4475.500 0.19979800    -9.5619e-01
 4476.000 0.13952699     4.4903e-01
 4476.500 0.13691400     5.4386e-01
 4477.000 0.20261900    -9.8485e-01
 4477.500 0.13381100     1.6721e-01
 4478.000 0.07190000     4.8154e-01
 4478.500 0.08700000    -2.4511e-01
 4479.000 0.09080000     2.2770e-01
 4479.500 0.13174300     2.2574e-01
 4480.000 0.18903600    -7.3828e-01
 4480.500 0.14505699     2.9684e-01
 4481.000 0.14449200     5.9286e-01
 4481.500 0.21559900    -9.4815e-01
 4482.000 0.15437400     2.3775e-02
 4482.500 0.09790000     9.6707e-01
 4483.000 0.17739899    -6.2872e-01
 4483.500 0.18430300    -1.9448e-01
 4484.000 0.16738801     8.3496e-01
 4484.500 0.24225000    -9.4274e-01
 4485.000 0.19485800     1.8802e-03
 4485.500 0.14979200     9.9104e-01
 4486.000 0.23763400    -7.7624e-01
 4486.500 0.21924300    -4.3567e-01
 4487.000 0.13595600     9.6141e-01
 4487.500 0.19473000    -4.8971e-04
 4488.000 0.25545701    -9.1257e-01
 4488.500 0.19015200     6.2602e-01
 4489.000 0.21617199     6.0031e-01
 4489.500 0.31693199    -1.2335e+00
 4490.000 0.25449300     4.1687e-01
 4490.500 0.24956100     9.4618e-01
 4491.000 0.36758599    -1.2506e+00
 4491.500 0.31910300     6.0081e-02
 4492.000 0.28313601     1.3107e+00
 4492.500 0.41711900    -1.2240e+00
 4493.000 0.38336501    -4.4046e-01
 4493.500 0.28760400     1.4976e+00
 4494.000 0.39583999    -6.5417e-01
 4494.500 0.43117699    -6.3055e-01
 4495.000 0.36468300     7.3241e-01
 4495.500 0.39091000    -7.3784e-02
 4496.000 0.44578999     2.5040e-01
 4496.500 0.53549701    -9.1969e-02
 4497.000 0.58689201    -8.0201e-01
 4497.500 0.52388901     5.5448e-01
 4498.000 0.48893201    -7.4278e-01
 4498.500 0.38463199     7.5242e-01
 4499.000 0.40038201     6.1430e-01
 4499.500 0.48944500    -1.4501e+00
 4500.000 0.38062501     4.3689e-01
 4500.500 0.33034700     1.1076e+00
 4501.000 0.43795499    -1.0778e+00
 4501.500 0.39174899    -4.8778e-01
 4502.000 0.28349200     1.5397e+00
 4502.500 0.38773000    -5.7122e-01
 4503.000 0.40824500    -1.2642e+00
 4503.500 0.24642600     1.2520e+00
 4504.000 0.26199001     5.1340e-01
 4504.500 0.36189801    -1.2813e+00
 4505.000 0.27477700     1.2322e-01
 4505.500 0.19598401     9.8833e-01
 4506.000 0.27325001    -3.3113e-01
 4506.500 0.30703500    -7.0737e-01
 4507.000 0.22048000     2.7244e-01
 4507.500 0.18761200     9.0608e-01
 4508.000 0.29408199    -5.5265e-01
 4508.500 0.30664200    -9.4930e-01
 4509.000 0.18627100     1.1595e+00
 4509.500 0.23969500     4.8232e-01
 4510.000 0.36036700    -1.4748e+00
 4510.500 0.26356900     1.9776e-01
 4511.000 0.19592500     1.3835e+00
 4511.500 0.33546901    -7.5918e-01
 4512.000 0.36038601    -1.0978e+00
 4512.500 0.21439099     1.0485e+00
 4513.000 0.23008899     7.8434e-01
 4513.500 0.36475101    -1.3307e+00
 4514.000 0.29595500    -3.4437e-01
 4514.500 0.17644900     1.4912e+00
 4515.000 0.27944899    -2.8023e-01
 4515.500 0.34430701    -1.2857e+00
 4516.000 0.21059801     6.5729e-01
 4516.500 0.17608300     1.0371e+00
 4517.000 0.30622199    -8.5418e-01
 4517.500 0.30759799    -7.1073e-01
 4518.000 0.18786401     7.9046e-01
 4518.500 0.19704300     6.4280e-01
 4519.000 0.31164300    -8.3156e-01
 4519.500 0.28965101    -5.9476e-01
 4520.000 0.17709599     1.0371e+00
 4520.500 0.23347101     5.0072e-01
 4521.000 0.36669400    -1.1956e+00
 4521.500 0.30413201    -4.1714e-01
 4522.000 0.18315600     1.4622e+00
 4522.500 0.28960499     2.6462e-02
 4523.000 0.40287599    -1.4043e+00
 4523.500 0.28894401     1.3802e-01
 4524.000 0.19900300     1.4280e+00
 4524.500 0.33616200    -3.9980e-01
 4525.000 0.41142499    -1.3144e+00
 4525.500 0.26859999     4.2314e-01
 4526.000 0.19998600     1.4029e+00
 4526.500 0.35581800    -6.4793e-01
 4527.000 0.40930700    -1.2674e+00
 4527.500 0.25732699     7.8617e-01
 4528.000 0.23468800     1.2269e+00
 4528.500 0.40643799    -1.0283e+00
 4529.000 0.41268000    -1.0859e+00
 4529.500 0.24117400     1.1058e+00
 4530.000 0.24796499     9.4180e-01
 4530.500 0.40990201    -1.1495e+00
 4531.000 0.38722399    -7.7465e-01
 4531.500 0.22700100     9.4701e-01
 4532.000 0.22456899     7.7361e-01
 4532.500 0.36030099    -7.2552e-01
 4533.000 0.37149200    -8.6053e-01
 4533.500 0.24375100     8.3327e-01
 4534.000 0.24727900     6.7792e-01
 4534.500 0.37285101    -6.1589e-01
 4535.000 0.38714799    -8.8496e-01
 4535.500 0.25658700     6.7914e-01
 4536.000 0.24430101     1.0070e+00
 4536.500 0.40208301    -6.2557e-01
 4537.000 0.44460699    -1.2709e+00
 4537.500 0.27981099     7.3354e-01
 4538.000 0.23462600     1.2074e+00
 4538.500 0.39046001    -7.3870e-01
 4539.000 0.43004000    -1.0427e+00
 4539.500 0.29045701     6.0959e-01
 4540.000 0.26762500     1.4064e+00
 4540.500 0.47023699    -8.2446e-01
 4541.000 0.53621501    -1.3878e+00
 4541.500 0.36203301     6.1166e-01
 4542.000 0.29787400     1.5817e+00
 4542.500 0.49118599    -7.5908e-01
 4543.000 0.56432003    -1.4296e+00
 4543.500 0.38592499     4.4095e-01
 4544.000 0.28969899     1.6379e+00
 4544.500 0.45694199    -6.6934e-01
 4545.000 0.52309197    -1.3868e+00
 4545.500 0.34736201     4.1133e-01
 4546.000 0.25624499     1.7722e+00
 4546.500 0.44992799    -6.6480e-01
 4547.000 0.54919398    -1.3790e+00
 4547.500 0.39864799     1.8522e-01
 4548.000 0.28314999     1.4792e+00
 4548.500 0.41333401    -2.0578e-01
 4549.000 0.52707702    -1.0507e+00
 4549.500 0.44875899    -2.0086e-01
 4550.000 0.33289501     9.5306e-01
 4550.500 0.38320601     3.7684e-01
 4551.000 0.50374103    -7.7503e-01
 4551.500 0.49456400    -3.8981e-01
 4552.000 0.39520901     1.7001e-01
 4552.500 0.34868100     9.7763e-01
 4553.000 0.46059400    -2.7794e-01
 4553.500 0.54154998    -6.0884e-01
 4554.000 0.48450401    -5.9874e-01
 4554.500 0.35427001     1.2473e+00
 4555.000 0.41695699     2.3968e-01
 4555.500 0.55109203    -4.9127e-01
 4556.000 0.56384802    -1.1877e+00
 4556.500 0.39439201     8.6901e-01
 4557.000 0.36984500     1.1895e+00
 4557.500 0.55637801    -5.6101e-01
 4558.000 0.63974398    -1.4215e+00
 4558.500 0.46467200     4.4347e-02
 4559.000 0.31728500     1.9085e+00
 4559.500 0.48474401    -1.2211e-01
 4560.000 0.65897202    -1.2576e+00
 4560.500 0.58863097    -7.1701e-01
 4561.000 0.41979501     1.7618e+00
 4561.500 0.52685797     2.9143e-01
 4562.000 0.70886302    -1.1289e+00
 4562.500 0.67570901    -9.3972e-01
 4563.000 0.48867100     1.1945e+00
 4563.500 0.50098002     9.4588e-01
 4564.000 0.68098599    -9.5334e-01
 4564.500 0.70003700    -9.9544e-01
 4565.000 0.51983702     1.5308e-01
 4565.500 0.37668201     1.2722e+00
 4566.000 0.45928001     1.7624e-01
 4566.500 0.59060597    -8.0767e-01
 4567.000 0.56503099    -7.1119e-01
 4567.500 0.44654900     1.4227e+00
 4568.000 0.54481602     2.2247e-01
 4568.500 0.69215298    -1.1349e+00
 4569.000 0.65192002    -1.8466e-01
 4569.500 0.54517102     2.7713e-01
 4570.000 0.51551801     9.2645e-01
 4570.500 0.63094902    -5.0093e-01
 4571.000 0.68144298    -4.8124e-01
 4571.500 0.62536198    -1.3193e-01
 4572.000 0.53724200     2.4002e-01
 4572.500 0.49261200     2.1560e-01
 4573.000 0.49174500    -5.2103e-02
 4573.500 0.51741201     6.2963e-01
 4574.000 0.60526901    -9.7386e-01
 4574.500 0.58565599     6.8652e-01
 4575.000 0.63137197    -2.0434e-01
 4575.500 0.67318499     3.7152e-02
 4576.000 0.69469398    -4.3157e-01
 4576.500 0.64612401     7.2254e-03
 4577.000 0.60788703     6.5066e-01
 4577.500 0.66950601    -2.1332e-01
 4578.000 0.72019601    -5.9686e-02
 4578.500 0.72614998    -6.2161e-01
 4579.000 0.64271200     4.0070e-01
 4579.500 0.59493101    -1.2543e-01
 4580.000 0.55235398     2.2590e-01
 4580.500 0.56952101     6.5568e-01
 4581.000 0.66141403    -1.0552e+00
 4581.500 0.62535501     4.9419e-01
 4582.000 0.64827698     4.9395e-01
 4582.500 0.75901198    -3.6246e-01
 4583.000 0.80378997    -6.2706e-01
 4583.500 0.71922499    -2.3352e-01
 4584.000 0.61396003     1.0643e+00
 4584.500 0.68094301     1.1011e-01
 4585.000 0.79125398    -4.6491e-01
 4585.500 0.80487603    -5.7099e-01
 4586.000 0.71484500     2.6119e-01
 4586.500 0.66862899     5.7780e-01
 4587.000 0.68918002    -9.6996e-01
 4587.500 0.60706002     8.3796e-01
 4588.000 0.62053102    -8.7684e-02
 4588.500 0.66150898     1.7294e-01
 4589.000 0.73468900     1.6876e-01
 4589.500 0.82519400    -4.3218e-01
 4590.000 0.83678502    -3.3396e-01
 4590.500 0.77317297    -3.6831e-02
 4591.000 0.72073698     7.4951e-01
 4591.500 0.78607398    -1.3467e-01
 4592.000 0.84466398    -3.7274e-01
 4592.500 0.82759303    -1.9021e-01
 4593.000 0.77068901     1.7759e-01
 4593.500 0.75247198     4.0833e-01
 4594.000 0.78123897    -6.8329e-01
 4594.500 0.69542903    -4.2501e-01
 4595.000 0.56788301     1.3817e+00
 4595.500 0.64858401    -1.0368e-01
 4596.000 0.76087898    -2.0869e-01
 4596.500 0.82409900    -2.3936e-01
 4597.000 0.83278799    -1.4260e-01
 4597.500 0.81249100     1.1409e-01
 4598.000 0.80545002     4.3880e-03
 4598.500 0.80928099     1.2929e-01
 4599.000 0.83028799    -1.0931e-01
 4599.500 0.83684403    -3.8876e-02
 4600.000 0.83278102     9.9540e-03
 4600.500 0.82408702    -1.1208e-01
 4601.000 0.80753398     2.4976e-01
 4601.500 0.79769999    -7.2572e-01
 4602.000 0.67595702    -3.2714e-02
 4602.500 0.57618302     1.3838e+00
 4603.000 0.69209498    -3.2613e-01
 4603.500 0.80005300    -2.7022e-01
 4604.000 0.84016001    -2.2143e-01
 4604.500 0.83426499     5.1900e-02
 4605.000 0.82240802    -1.2925e-01
 4605.500 0.79958498     2.0193e-01
 4606.000 0.80782998     6.7174e-02
 4606.500 0.83172798    -9.4953e-02
 4607.000 0.84543800     6.8125e-02
 4607.500 0.86113697    -1.2981e-01
 4608.000 0.85403901    -9.6008e-02
 4608.500 0.83226103     1.6152e-01
 4609.000 0.81212300    -5.1072e-01
 4609.500 0.70146602    -2.9111e-01
 4610.000 0.58256602     1.4773e+00
 4610.500 0.69160801    -1.4762e-01
 4611.000 0.81718999    -4.8990e-01
 4611.500 0.85220402    -6.6417e-02
 4612.000 0.85601902     6.7908e-03
 4612.500 0.86041701     5.3246e-02
 4613.000 0.86949599    -1.0743e-01
 4613.500 0.86148101    -3.3778e-02
 4614.000 0.84864402     1.2681e-01
 4614.500 0.85780698     5.4520e-02
 4615.000 0.87714702    -1.0064e-01
 4615.500 0.87587398    -1.4666e-01
 4616.000 0.85037500     1.0585e-01
 4616.500 0.83141702    -1.1975e-01
 4617.000 0.76420498    -7.8496e-01
 4617.500 0.61128998     1.2027e+00
 4618.000 0.64709997     5.0347e-01
 4618.500 0.79279900    -5.7926e-01
 4619.000 0.85854799    -1.0522e-01
 4619.500 0.87695402    -1.3608e-01
 4620.000 0.87065101     5.6516e-02
 4620.500 0.86931002     2.9104e-02
 4621.000 0.87380898    -3.2772e-02
 4621.500 0.86860597    -1.3086e-01
 4622.000 0.84543902     1.2510e-01
 4622.500 0.84393799     1.5046e-01
 4623.000 0.86543101    -1.7510e-01
 4623.500 0.86345297    -1.3389e-02
 4624.000 0.85284001     2.1414e-02
 4624.500 0.81992000    -6.0763e-01
 4625.000 0.67583901    -2.5874e-01
 4625.500 0.52065802     1.3762e+00
 4626.000 0.60016298     3.8645e-01
 4626.500 0.77834702    -5.5368e-01
 4627.000 0.86835998    -2.8785e-01
 4627.500 0.88370901    -8.6870e-02
 4628.000 0.87442303     4.4087e-02
 4628.500 0.87244898     8.6010e-02
 4629.000 0.88414699    -5.9998e-02
 4629.500 0.88771600    -4.1114e-02
 4630.000 0.88191402    -4.4908e-04
 4630.500 0.87776399     8.2557e-02
 4631.000 0.88596100    -3.3450e-02
 4631.500 0.88924801    -6.6596e-02
 4632.000 0.87442100    -1.3490e-01
 4632.500 0.80794400    -6.3340e-01
 4633.000 0.66098601     7.3695e-01
 4633.500 0.65073401     9.6652e-01
 4634.000 0.80167902    -7.3432e-01
 4634.500 0.86651099    -9.5948e-02
 4635.000 0.88450003    -6.1148e-03
 4635.500 0.89499402    -5.9474e-02
 4636.000 0.89077002    -1.0922e-01
 4636.500 0.86678302     2.2053e-02
 4637.000 0.85187697     2.3896e-01
 4637.500 0.87520701    -6.0208e-02
 4638.000 0.89339602    -1.2151e-01
 4638.500 0.88975900     2.2416e-02
 4639.000 0.88728601     5.9782e-02
 4639.500 0.89343899    -5.4520e-02
 4640.000 0.88543099    -1.8157e-01
 4640.500 0.81727701    -6.6272e-01
 4641.000 0.67013901     9.3683e-01
 4641.500 0.68306702     7.5699e-01
 4642.000 0.83148402    -7.1305e-01
 4642.500 0.88627601    -1.5181e-01
 4643.000 0.88831902     5.4299e-02
 4643.500 0.89330101     5.1486e-03
 4644.000 0.89983398    -3.7670e-02
 4644.500 0.89375901    -1.5706e-01
 4645.000 0.84808898    -2.8437e-01
 4645.500 0.77657801     6.7436e-01
 4646.000 0.81093103     1.2768e-01
 4646.500 0.88025200    -3.4586e-01
 4647.000 0.89606601    -2.8423e-02
 4647.500 0.89354700     1.9557e-02
 4648.000 0.88922101    -9.3173e-02
 4648.500 0.84781301    -5.3683e-01
 4649.000 0.73197299     4.5414e-01
 4649.500 0.70695698     9.0004e-01
 4650.000 0.82871199    -5.3180e-01
 4650.500 0.89224601    -1.7015e-01
 4651.000 0.90400302    -3.0267e-02
 4651.500 0.90319097    -1.0446e-02
 4652.000 0.90090603     3.6701e-02
 4652.500 0.90376699    -1.2858e-02
 4653.000 0.90586501    -3.5815e-03
 4653.500 0.90569103    -2.7345e-02
 4654.000 0.90074497    -1.5691e-03
 4654.500 0.89539403     2.3904e-02
 4655.000 0.89526999     3.1400e-02
 4655.500 0.89869601    -6.4303e-02
 4656.000 0.88446599    -1.9793e-01
 4656.500 0.83228099    -5.4891e-02
 4657.000 0.76836300     1.3590e-01
 4657.500 0.75059903     6.1898e-01
 4658.000 0.83218598    -2.2739e-01
 4658.500 0.89209902    -2.2959e-01
 4659.000 0.90412498    -3.5515e-03
 4659.500 0.90476102    -2.9565e-02
 4660.000 0.88881898    -2.7606e-01
 4660.500 0.82228798    -8.0323e-02
 4661.000 0.76466298     8.1110e-01
 4661.500 0.83083898    -1.9284e-01
 4662.000 0.88833702    -2.4800e-01
 4662.500 0.89822602     4.2224e-02
 4663.000 0.90371799    -2.6423e-02
 4663.500 0.90647000    -2.2890e-03
 4664.000 0.90818000     1.0571e-02
